reach,depth_min,depth_q1,depth_q5,depth_q25,depth_q50,depth_avg,depth_q75,depth_q95,depth_q99,depth_max,wwdith_min,wwdith_q1,wwdith_q5,wwdith_q25,wwdith_q50,wwdith_avg,wwdith_q75,wwdith_q95,wwdith_q99,wwdith_max,flow_min,flow_q1,flow_q5,flow_q25,flow_q50,flow_avg,flow_q75,flow_q95,flow_q99,flow_max,rtime_min,rtime_q1,rtime_q5,rtime_q25,rtime_q50,rtime_avg,rtime_q75,rtime_q95,rtime_q99,rtime_max,velocity_min,velocity_q1,velocity_q5,velocity_q25,velocity_q50,velocity_avg,velocity_q75,velocity_q95,velocity_q99,velocity_max
129.000,0.047,0.056,0.064,0.076,0.089,0.094,0.106,0.143,0.171,0.264,0.593,0.611,0.629,0.652,0.679,0.688,0.711,0.785,0.842,1.027,64.085,94.248,130.398,188.526,269.107,329.119,392.495,770.937,1165.373,3166.037,0.006,0.010,0.012,0.016,0.020,0.020,0.023,0.028,0.033,0.040,0.029,0.035,0.042,0.050,0.059,0.063,0.071,0.098,0.118,0.183
1290.000,0.005,0.006,0.007,0.009,0.011,0.012,0.014,0.021,0.027,0.043,0.509,0.512,0.514,0.518,0.522,0.524,0.528,0.542,0.554,0.587,27.282,40.509,56.133,81.229,115.996,141.919,169.275,332.406,502.615,1116.657,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.006,0.007,0.009,0.135,0.158,0.179,0.207,0.238,0.247,0.275,0.355,0.413,0.551
1291.000,0.005,0.007,0.008,0.010,0.013,0.014,0.016,0.024,0.030,0.049,0.511,0.513,0.516,0.520,0.525,0.527,0.531,0.547,0.561,0.598,27.291,40.505,56.129,81.232,116.003,141.919,169.264,332.406,502.476,1116.587,0.002,0.003,0.004,0.005,0.006,0.006,0.006,0.007,0.008,0.010,0.120,0.140,0.159,0.183,0.210,0.218,0.243,0.313,0.364,0.484
1292.000,0.005,0.006,0.008,0.010,0.012,0.013,0.015,0.023,0.029,0.047,0.510,0.513,0.516,0.520,0.524,0.526,0.530,0.546,0.558,0.594,27.263,40.497,56.139,81.223,116.002,141.919,169.274,332.406,502.537,1116.808,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.009,0.124,0.144,0.164,0.189,0.217,0.226,0.251,0.324,0.378,0.505
1293.000,0.004,0.005,0.006,0.008,0.010,0.011,0.012,0.018,0.024,0.038,0.508,0.510,0.513,0.516,0.520,0.521,0.525,0.537,0.547,0.576,27.273,40.508,56.134,81.224,115.996,141.919,169.272,332.406,502.516,1116.730,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.006,0.008,0.153,0.179,0.204,0.235,0.270,0.281,0.313,0.404,0.472,0.632
1295.000,0.007,0.009,0.011,0.014,0.017,0.019,0.022,0.033,0.042,0.068,0.515,0.518,0.522,0.528,0.535,0.538,0.544,0.566,0.584,0.636,56.004,83.072,115.172,166.606,237.943,291.120,347.165,681.827,1030.564,2289.532,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.176,0.206,0.233,0.269,0.308,0.319,0.354,0.453,0.525,0.687
1296.000,0.017,0.022,0.027,0.034,0.043,0.046,0.054,0.082,0.107,0.175,0.535,0.544,0.554,0.568,0.585,0.593,0.608,0.665,0.713,0.850,84.862,125.760,174.369,252.253,360.282,440.675,525.650,1032.309,1560.169,3466.584,0.003,0.004,0.005,0.006,0.006,0.006,0.007,0.008,0.009,0.011,0.110,0.127,0.142,0.161,0.182,0.186,0.205,0.251,0.281,0.342
1298.000,0.050,0.061,0.072,0.087,0.105,0.111,0.127,0.178,0.217,0.316,0.599,0.622,0.644,0.674,0.709,0.722,0.754,0.855,0.935,1.133,84.857,125.780,174.354,252.244,360.314,440.676,525.582,1032.309,1560.491,3465.672,0.007,0.010,0.012,0.015,0.018,0.018,0.020,0.024,0.027,0.032,0.036,0.043,0.049,0.057,0.066,0.069,0.077,0.100,0.116,0.156
1299.000,0.032,0.042,0.051,0.064,0.079,0.085,0.098,0.142,0.176,0.263,0.564,0.583,0.602,0.628,0.658,0.669,0.696,0.784,0.853,1.026,84.892,125.796,174.342,252.265,360.279,440.682,525.599,1032.309,1561.254,3464.627,0.006,0.008,0.009,0.011,0.013,0.013,0.014,0.016,0.018,0.020,0.058,0.065,0.072,0.081,0.092,0.095,0.104,0.132,0.152,0.201
13.000,0.041,0.050,0.059,0.071,0.086,0.093,0.107,0.157,0.199,0.306,0.582,0.599,0.617,0.642,0.672,0.687,0.713,0.814,0.897,1.113,57.825,85.535,118.501,171.422,244.805,299.520,357.176,701.464,1060.690,2365.545,0.010,0.013,0.015,0.018,0.021,0.021,0.024,0.028,0.032,0.038,0.030,0.036,0.042,0.049,0.056,0.058,0.064,0.079,0.089,0.121
130.000,0.052,0.062,0.071,0.084,0.099,0.104,0.118,0.160,0.193,0.296,0.603,0.623,0.643,0.668,0.698,0.708,0.735,0.820,0.885,1.092,64.085,94.233,130.406,188.526,269.090,329.117,392.520,770.937,1164.939,3061.331,0.008,0.011,0.014,0.018,0.022,0.022,0.026,0.031,0.037,0.045,0.026,0.032,0.037,0.045,0.053,0.055,0.063,0.085,0.102,0.151
1300.000,0.041,0.051,0.061,0.074,0.090,0.096,0.111,0.158,0.195,0.289,0.582,0.602,0.621,0.649,0.681,0.693,0.722,0.816,0.891,1.077,84.880,125.788,174.348,252.256,360.307,440.680,525.606,1032.309,1561.055,3464.856,0.007,0.009,0.010,0.013,0.015,0.015,0.017,0.020,0.022,0.026,0.044,0.052,0.060,0.069,0.079,0.081,0.090,0.115,0.134,0.177
1301.000,0.145,0.177,0.208,0.250,0.297,0.315,0.358,0.496,0.606,0.888,4.145,4.177,4.208,4.250,4.297,4.316,4.358,4.496,4.606,4.888,17191.502,25250.823,34915.029,50465.299,72023.953,88104.352,105065.352,206352.141,311841.801,691437.188,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.338,0.407,0.476,0.570,0.679,0.720,0.817,1.138,1.391,2.037
1302.000,0.148,0.179,0.210,0.252,0.299,0.316,0.358,0.496,0.604,0.883,4.148,4.179,4.210,4.252,4.299,4.316,4.358,4.496,4.604,4.883,17193.695,25253.778,34919.382,50471.967,72033.586,88113.328,105078.008,206378.125,311884.358,691524.062,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.004,0.332,0.401,0.471,0.566,0.676,0.717,0.816,1.140,1.396,2.049
1303.000,0.036,0.046,0.056,0.070,0.086,0.094,0.109,0.166,0.215,0.360,4.036,4.046,4.056,4.070,4.086,4.093,4.109,4.166,4.215,4.360,16368.692,24043.361,33246.311,48053.883,68582.266,83904.086,100048.941,196494.469,296940.477,658410.625,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,1.306,1.519,1.724,1.989,2.280,2.366,2.632,3.380,3.914,5.081
1304.000,0.049,0.062,0.076,0.096,0.120,0.132,0.153,0.241,0.323,0.574,4.049,4.062,4.076,4.096,4.120,4.133,4.153,4.241,4.323,4.574,16382.849,24063.790,33274.890,48093.727,68640.602,83970.398,100131.320,196659.906,297193.412,658963.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.964,1.118,1.263,1.447,1.642,1.685,1.867,2.298,2.572,3.112
1305.000,0.137,0.172,0.206,0.252,0.305,0.324,0.371,0.525,0.646,0.960,4.137,4.172,4.206,4.252,4.305,4.325,4.371,4.525,4.646,4.960,16398.225,24086.767,33302.429,48140.584,68703.078,84036.898,100223.898,196840.781,297482.271,659567.875,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.341,0.400,0.458,0.538,0.631,0.666,0.750,1.023,1.238,1.784
1306.000,0.142,0.177,0.212,0.260,0.314,0.334,0.383,0.541,0.667,0.991,4.142,4.177,4.212,4.260,4.314,4.334,4.383,4.541,4.667,4.991,16382.729,24064.729,33271.798,48096.850,68639.922,83970.578,100132.090,196659.906,297209.771,658963.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.329,0.387,0.444,0.522,0.612,0.645,0.726,0.989,1.196,1.720
1307.000,0.060,0.078,0.098,0.128,0.166,0.186,0.220,0.360,0.479,0.800,4.060,4.078,4.098,4.128,4.166,4.186,4.220,4.360,4.479,4.800,16382.817,24064.213,33273.817,48094.895,68641.297,83970.531,100132.008,196659.906,297203.501,658963.500,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.794,0.893,0.979,1.079,1.178,1.200,1.288,1.520,1.701,2.176
1308.000,0.043,0.055,0.068,0.085,0.107,0.117,0.136,0.211,0.277,0.474,2.043,2.055,2.068,2.085,2.107,2.118,2.136,2.211,2.277,2.474,4573.470,6732.066,9314.301,13466.757,19225.771,23516.930,28043.479,55078.477,83258.102,184633.453,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.606,0.700,0.788,0.900,1.020,1.050,1.161,1.445,1.637,2.024
1309.000,0.136,0.165,0.193,0.231,0.275,0.291,0.330,0.459,0.563,0.850,2.136,2.165,2.193,2.231,2.275,2.291,2.330,2.459,2.563,2.850,4573.493,6730.391,9313.313,13467.498,19224.824,23516.922,28040.925,55078.477,83236.856,184632.203,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.189,0.228,0.268,0.320,0.381,0.402,0.456,0.626,0.753,1.042
131.000,0.041,0.051,0.061,0.074,0.090,0.095,0.109,0.154,0.188,0.296,0.581,0.601,0.621,0.648,0.679,0.690,0.718,0.808,0.877,1.091,64.065,94.232,130.369,188.523,269.130,329.113,392.556,770.937,1165.108,2928.476,0.008,0.011,0.013,0.017,0.020,0.020,0.023,0.026,0.030,0.034,0.034,0.039,0.045,0.052,0.059,0.062,0.069,0.089,0.104,0.145
1310.000,0.051,0.064,0.079,0.100,0.125,0.138,0.159,0.249,0.333,0.603,2.051,2.064,2.079,2.100,2.125,2.137,2.159,2.249,2.333,2.603,4573.539,6730.116,9312.933,13467.113,19224.488,23516.965,28042.408,55078.477,83221.111,184629.594,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.519,0.598,0.673,0.767,0.867,0.890,0.984,1.209,1.342,1.546
1311.000,0.124,0.149,0.173,0.207,0.246,0.264,0.297,0.430,0.553,0.921,2.124,2.149,2.173,2.207,2.246,2.264,2.297,2.430,2.553,2.921,4573.586,6730.378,9312.808,13467.544,19224.928,23517.070,28044.500,55078.477,83212.872,184627.453,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.208,0.254,0.300,0.360,0.428,0.446,0.511,0.672,0.768,0.948
1312.000,0.120,0.144,0.168,0.201,0.238,0.252,0.286,0.397,0.490,0.755,2.120,2.144,2.168,2.201,2.238,2.253,2.286,2.397,2.490,2.755,4573.520,6729.730,9313.214,13467.120,19224.426,23516.953,28042.551,55078.477,83217.912,184630.984,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.215,0.262,0.309,0.371,0.443,0.468,0.533,0.733,0.880,1.195
1313.000,0.070,0.086,0.103,0.129,0.161,0.181,0.207,0.343,0.474,0.854,2.070,2.086,2.103,2.129,2.161,2.181,2.207,2.343,2.474,2.854,4573.591,6730.541,9312.902,13467.693,19224.471,23517.041,28044.754,55078.477,83213.411,184627.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.375,0.445,0.510,0.590,0.669,0.673,0.749,0.861,0.914,1.035
1314.000,0.055,0.071,0.089,0.115,0.150,0.171,0.200,0.343,0.478,0.863,2.055,2.071,2.089,2.115,2.150,2.171,2.200,2.343,2.478,2.863,4574.063,6731.481,9312.724,13469.553,19226.543,23519.076,28048.405,55083.566,83224.531,184641.969,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.479,0.541,0.596,0.660,0.719,0.721,0.777,0.860,0.904,1.023
1315.000,0.200,0.243,0.286,0.344,0.411,0.438,0.498,0.701,0.862,1.273,2.200,2.243,2.286,2.344,2.411,2.437,2.498,2.701,2.862,3.273,4574.416,6731.240,9312.593,13468.569,19227.180,23519.074,28049.510,55083.566,83230.315,184639.172,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.127,0.152,0.177,0.210,0.246,0.258,0.291,0.389,0.462,0.640
1316.000,0.185,0.226,0.266,0.322,0.385,0.410,0.467,0.658,0.808,1.193,2.185,2.226,2.266,2.322,2.385,2.410,2.467,2.658,2.808,3.193,4596.973,6763.267,9359.172,13531.644,19318.465,23626.977,28179.650,55341.484,83603.649,185490.328,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.008,0.138,0.165,0.191,0.226,0.266,0.278,0.314,0.420,0.500,0.696
1317.000,0.198,0.238,0.278,0.332,0.395,0.419,0.476,0.663,0.811,1.188,2.198,2.238,2.278,2.332,2.395,2.419,2.476,2.663,2.811,3.188,4633.516,6816.036,9432.010,13637.009,19468.398,23811.779,28397.814,55771.070,84253.316,186925.359,0.002,0.002,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.009,0.129,0.157,0.184,0.220,0.261,0.274,0.310,0.420,0.503,0.705
1318.000,0.190,0.231,0.273,0.329,0.394,0.419,0.477,0.671,0.825,1.217,2.190,2.231,2.273,2.329,2.394,2.419,2.477,2.671,2.825,3.217,4596.926,6762.706,9358.823,13531.156,19319.145,23626.982,28178.860,55341.484,83640.037,185493.078,0.002,0.002,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.009,0.134,0.161,0.187,0.221,0.260,0.272,0.307,0.411,0.489,0.680
1319.000,0.194,0.236,0.278,0.335,0.400,0.426,0.485,0.682,0.839,1.238,2.194,2.236,2.278,2.335,2.400,2.426,2.485,2.682,2.839,3.238,4577.690,6735.143,9320.197,13476.227,19241.309,23530.822,28064.378,55115.434,83292.863,184739.719,0.002,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.009,0.131,0.157,0.182,0.216,0.254,0.266,0.300,0.401,0.477,0.663
132.000,0.048,0.058,0.069,0.083,0.099,0.105,0.120,0.167,0.204,0.314,0.595,0.616,0.637,0.666,0.698,0.710,0.740,0.834,0.908,1.129,64.055,94.247,130.394,188.510,269.119,329.113,392.570,770.937,1164.841,2816.592,0.006,0.008,0.009,0.012,0.013,0.014,0.016,0.018,0.021,0.025,0.029,0.034,0.039,0.045,0.053,0.055,0.061,0.080,0.094,0.129
1320.000,0.197,0.240,0.282,0.340,0.406,0.432,0.492,0.692,0.851,1.257,2.197,2.240,2.282,2.340,2.406,2.432,2.492,2.692,2.851,3.257,4577.502,6734.520,9319.696,13476.569,19240.043,23530.881,28064.117,55115.434,83289.898,184742.766,0.002,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.008,0.009,0.128,0.154,0.179,0.213,0.250,0.262,0.295,0.394,0.469,0.650
1321.000,0.141,0.170,0.198,0.237,0.281,0.298,0.338,0.470,0.576,0.852,2.141,2.170,2.198,2.237,2.281,2.298,2.338,2.470,2.576,2.852,4676.784,6879.227,9515.683,13759.327,19642.451,24026.832,28649.525,56270.797,85005.246,188604.594,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.186,0.226,0.266,0.319,0.379,0.400,0.455,0.623,0.751,1.061
1322.000,0.125,0.149,0.174,0.208,0.247,0.263,0.297,0.416,0.511,0.763,2.125,2.149,2.174,2.208,2.247,2.263,2.297,2.416,2.511,2.763,4677.780,6881.736,9517.370,13762.888,19645.598,24032.559,28655.037,56281.289,85013.980,188640.625,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.005,0.005,0.212,0.258,0.304,0.365,0.435,0.458,0.521,0.713,0.858,1.207
1323.000,0.151,0.182,0.213,0.255,0.303,0.322,0.365,0.507,0.620,0.914,2.151,2.182,2.213,2.255,2.303,2.322,2.365,2.507,2.620,2.914,4676.676,6877.889,9517.027,13759.483,19641.973,24026.887,28649.807,56270.797,85027.157,188603.531,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.005,0.006,0.007,0.174,0.210,0.246,0.295,0.350,0.369,0.419,0.573,0.691,0.976
1324.000,0.160,0.193,0.227,0.272,0.323,0.342,0.388,0.539,0.659,0.971,2.160,2.193,2.227,2.272,2.323,2.342,2.388,2.539,2.659,2.971,4675.906,6877.442,9515.625,13757.239,19639.105,24018.830,28646.092,56262.941,85018.072,188576.203,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.164,0.197,0.231,0.276,0.327,0.345,0.391,0.534,0.643,0.909
1325.000,0.168,0.203,0.238,0.285,0.340,0.360,0.409,0.568,0.694,1.019,2.168,2.203,2.238,2.285,2.340,2.360,2.409,2.568,2.694,3.019,4675.793,6878.789,9515.368,13757.763,19639.410,24018.914,28646.443,56262.941,85012.003,188574.844,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.155,0.188,0.219,0.262,0.310,0.326,0.370,0.505,0.607,0.857
1326.000,0.173,0.209,0.245,0.294,0.350,0.371,0.421,0.585,0.714,1.049,2.173,2.209,2.245,2.294,2.350,2.371,2.421,2.585,2.714,3.049,4649.185,6839.660,9462.781,13681.303,19529.402,23887.479,28488.074,55950.988,84535.337,187531.594,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.005,0.006,0.008,0.150,0.181,0.212,0.252,0.298,0.314,0.356,0.485,0.584,0.823
1327.000,0.179,0.216,0.253,0.303,0.361,0.382,0.434,0.603,0.737,1.081,2.179,2.216,2.253,2.303,2.361,2.382,2.434,2.603,2.737,3.081,4649.109,6839.805,9462.862,13682.033,19529.576,23887.510,28488.031,55950.988,84529.495,187530.469,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.144,0.175,0.205,0.244,0.289,0.304,0.344,0.469,0.563,0.794
1328.000,0.184,0.221,0.259,0.310,0.369,0.391,0.444,0.618,0.754,1.106,2.184,2.221,2.259,2.310,2.369,2.392,2.444,2.618,2.754,3.106,4649.027,6839.353,9462.869,13682.082,19528.463,23887.404,28488.365,55950.988,84530.717,187529.109,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.005,0.006,0.140,0.170,0.199,0.238,0.282,0.296,0.335,0.456,0.548,0.772
1329.000,0.190,0.228,0.267,0.319,0.380,0.403,0.457,0.636,0.777,1.139,2.190,2.228,2.267,2.319,2.380,2.403,2.457,2.636,2.777,3.139,4648.959,6839.151,9462.320,13681.758,19528.582,23887.447,28489.976,55950.988,84526.459,187527.891,0.000,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.136,0.165,0.193,0.231,0.273,0.287,0.325,0.441,0.530,0.745
133.000,0.052,0.063,0.074,0.089,0.106,0.113,0.128,0.177,0.215,0.327,0.605,0.627,0.649,0.679,0.713,0.725,0.756,0.854,0.930,1.153,64.033,94.226,130.387,188.512,269.104,329.113,392.543,770.937,1165.009,2643.634,0.009,0.012,0.014,0.019,0.022,0.022,0.026,0.030,0.035,0.041,0.026,0.031,0.035,0.042,0.049,0.051,0.057,0.075,0.088,0.120
1330.000,0.195,0.234,0.274,0.327,0.389,0.413,0.468,0.652,0.796,1.167,2.195,2.234,2.274,2.327,2.389,2.413,2.468,2.652,2.796,3.167,4637.369,6821.984,9440.308,13648.320,19481.182,23829.719,28420.332,55815.551,84309.155,187073.734,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.005,0.006,0.007,0.132,0.160,0.188,0.224,0.265,0.279,0.316,0.428,0.513,0.722
1331.000,0.054,0.068,0.083,0.103,0.127,0.137,0.158,0.232,0.293,0.455,2.054,2.068,2.083,2.103,2.127,2.136,2.158,2.232,2.293,2.455,4697.270,6910.497,9555.803,13818.421,19725.221,24125.666,28770.951,56509.992,85357.478,189405.469,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.495,0.577,0.657,0.761,0.878,0.916,1.021,1.336,1.576,2.171
1332.000,0.018,0.022,0.027,0.034,0.042,0.046,0.053,0.081,0.106,0.180,2.018,2.022,2.027,2.034,2.042,2.045,2.053,2.081,2.106,2.180,5027.209,7394.025,10229.180,14789.474,21111.176,25820.670,30793.258,60479.480,91382.065,202698.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,1.654,1.922,2.180,2.512,2.876,2.980,3.313,4.233,4.882,6.255
1333.000,0.066,0.083,0.101,0.126,0.157,0.170,0.196,0.293,0.374,0.592,2.066,2.083,2.101,2.126,2.157,2.170,2.196,2.293,2.374,2.592,4677.771,6882.435,9516.789,13762.280,19645.432,24032.521,28653.868,56281.289,85006.976,188641.469,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.406,0.471,0.534,0.614,0.702,0.729,0.809,1.039,1.209,1.615
1334.000,0.030,0.039,0.048,0.060,0.075,0.083,0.096,0.148,0.194,0.337,1.061,1.078,1.095,1.120,1.150,1.165,1.191,1.296,1.387,1.674,744.772,1099.211,1522.817,2202.220,3144.313,3846.653,4587.348,9009.530,13618.159,30220.041,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.276,0.317,0.356,0.403,0.452,0.463,0.509,0.617,0.685,0.780
1335.000,0.070,0.086,0.102,0.124,0.150,0.160,0.182,0.260,0.330,0.597,1.140,1.172,1.205,1.249,1.300,1.320,1.365,1.519,1.659,2.194,763.592,1126.590,1560.264,2256.967,3222.572,3941.585,4700.983,9231.651,13950.886,30958.451,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.010,0.119,0.140,0.161,0.188,0.217,0.226,0.253,0.328,0.370,0.470
1336.000,0.093,0.112,0.131,0.157,0.186,0.197,0.223,0.309,0.382,0.631,1.185,1.224,1.262,1.314,1.373,1.395,1.447,1.619,1.763,2.263,763.596,1126.496,1560.275,2256.951,3222.565,3941.584,4700.954,9231.651,13949.846,30958.543,0.003,0.004,0.004,0.006,0.007,0.007,0.008,0.010,0.011,0.013,0.088,0.105,0.122,0.145,0.170,0.177,0.200,0.265,0.308,0.371
1337.000,0.102,0.124,0.145,0.173,0.205,0.217,0.246,0.338,0.414,0.658,1.205,1.247,1.289,1.346,1.411,1.434,1.491,1.676,1.827,2.315,745.023,1099.274,1522.751,2202.598,3145.229,3846.870,4588.301,9010.180,13619.220,30217.697,0.003,0.004,0.005,0.007,0.008,0.008,0.009,0.011,0.013,0.015,0.077,0.092,0.107,0.126,0.148,0.155,0.174,0.232,0.271,0.334
1338.000,0.108,0.131,0.153,0.183,0.217,0.230,0.260,0.358,0.437,0.679,1.217,1.261,1.306,1.366,1.434,1.459,1.521,1.716,1.873,2.357,744.923,1099.363,1522.877,2202.421,3144.833,3846.875,4588.111,9010.180,13621.414,30218.693,0.004,0.005,0.005,0.007,0.008,0.008,0.010,0.012,0.013,0.016,0.072,0.087,0.100,0.118,0.138,0.144,0.163,0.215,0.253,0.315
1339.000,0.174,0.212,0.250,0.303,0.363,0.386,0.440,0.618,0.759,1.121,2.174,2.212,2.250,2.303,2.363,2.386,2.440,2.618,2.759,3.121,4767.477,7020.926,9720.461,14054.504,20065.191,24538.307,29263.357,57478.750,86850.159,192694.859,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.005,0.006,0.008,0.153,0.183,0.212,0.251,0.294,0.309,0.348,0.468,0.559,0.780
134.000,0.018,0.023,0.027,0.032,0.039,0.041,0.046,0.064,0.079,0.114,0.537,0.545,0.553,0.564,0.577,0.582,0.593,0.629,0.657,0.729,16.540,24.544,34.012,49.223,70.291,85.996,102.564,201.418,304.488,676.608,0.010,0.015,0.018,0.025,0.030,0.030,0.035,0.041,0.048,0.058,0.020,0.024,0.028,0.033,0.039,0.042,0.047,0.064,0.078,0.112
1340.000,0.169,0.207,0.244,0.295,0.354,0.377,0.430,0.603,0.740,1.094,2.169,2.207,2.244,2.295,2.354,2.377,2.430,2.603,2.740,3.094,4767.524,7020.240,9719.586,14054.230,20064.951,24538.297,29265.914,57478.750,86838.342,192693.109,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.157,0.188,0.218,0.258,0.302,0.317,0.358,0.482,0.576,0.804
1342.000,0.118,0.143,0.168,0.201,0.240,0.255,0.290,0.407,0.500,0.749,4.118,4.143,4.168,4.201,4.240,4.255,4.290,4.406,4.500,4.749,5725.211,8426.390,11655.910,16851.909,24058.059,29420.748,35088.600,68911.906,104104.425,230948.969,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.139,0.169,0.198,0.237,0.283,0.299,0.339,0.469,0.569,0.819
1343.000,0.110,0.137,0.165,0.202,0.247,0.264,0.304,0.436,0.542,0.819,2.110,2.137,2.165,2.202,2.247,2.264,2.304,2.436,2.542,2.819,4818.875,7095.371,9820.756,14203.143,20275.492,24799.309,29575.651,58081.102,87772.125,194700.641,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.247,0.290,0.333,0.388,0.450,0.471,0.526,0.699,0.830,1.147
1344.000,0.134,0.164,0.194,0.235,0.283,0.301,0.344,0.488,0.602,0.900,2.134,2.164,2.194,2.235,2.283,2.301,2.344,2.488,2.602,2.900,4818.746,7095.585,9820.715,14202.608,20275.646,24799.297,29575.956,58081.102,87767.400,194702.156,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.203,0.242,0.281,0.332,0.389,0.408,0.460,0.617,0.737,1.027
1345.000,0.147,0.179,0.212,0.256,0.307,0.327,0.373,0.525,0.647,0.962,2.147,2.179,2.212,2.256,2.307,2.327,2.373,2.525,2.647,2.962,4818.648,7095.564,9820.568,14201.824,20275.650,24799.400,29576.242,58081.102,87755.474,194703.719,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.005,0.005,0.006,0.184,0.221,0.256,0.303,0.356,0.374,0.422,0.568,0.679,0.948
1346.000,0.155,0.190,0.225,0.271,0.326,0.346,0.395,0.555,0.682,1.012,2.155,2.190,2.225,2.271,2.326,2.346,2.395,2.555,2.682,3.012,4793.864,7059.305,9771.420,14129.985,20174.055,24672.182,29426.868,57788.848,87311.025,193727.391,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.007,0.173,0.206,0.240,0.284,0.333,0.350,0.394,0.532,0.636,0.888
1347.000,0.163,0.199,0.235,0.284,0.341,0.363,0.413,0.580,0.713,1.056,2.163,2.199,2.235,2.284,2.341,2.362,2.413,2.580,2.713,3.056,4767.585,7020.724,9719.940,14054.713,20064.428,24538.275,29268.851,57478.750,86839.992,192691.375,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.164,0.196,0.227,0.268,0.315,0.331,0.373,0.503,0.601,0.840
1348.000,0.118,0.144,0.169,0.204,0.244,0.259,0.295,0.414,0.509,0.762,2.118,2.144,2.169,2.204,2.244,2.259,2.295,2.414,2.509,2.762,836.794,1226.907,1695.694,2450.387,3497.056,4276.193,5099.573,10016.484,15129.204,33536.520,0.005,0.008,0.009,0.012,0.015,0.015,0.018,0.021,0.024,0.029,0.040,0.048,0.056,0.066,0.079,0.083,0.094,0.128,0.153,0.242
1349.000,0.115,0.141,0.166,0.201,0.240,0.256,0.291,0.410,0.505,0.756,2.115,2.141,2.166,2.201,2.240,2.255,2.291,2.410,2.505,2.756,836.856,1226.955,1695.614,2450.247,3496.926,4276.208,5099.852,10016.484,15131.157,33537.035,0.005,0.008,0.009,0.012,0.015,0.015,0.017,0.020,0.024,0.028,0.041,0.049,0.057,0.068,0.080,0.084,0.095,0.129,0.155,0.249
