reach,depth_min,depth_q1,depth_q5,depth_q25,depth_q50,depth_avg,depth_q75,depth_q95,depth_q99,depth_max,wwdith_min,wwdith_q1,wwdith_q5,wwdith_q25,wwdith_q50,wwdith_avg,wwdith_q75,wwdith_q95,wwdith_q99,wwdith_max,flow_min,flow_q1,flow_q5,flow_q25,flow_q50,flow_avg,flow_q75,flow_q95,flow_q99,flow_max,rtime_min,rtime_q1,rtime_q5,rtime_q25,rtime_q50,rtime_avg,rtime_q75,rtime_q95,rtime_q99,rtime_max,velocity_min,velocity_q1,velocity_q5,velocity_q25,velocity_q50,velocity_avg,velocity_q75,velocity_q95,velocity_q99,velocity_max
1623.000,0.067,0.087,0.108,0.139,0.177,0.197,0.230,0.368,0.485,0.797,1.134,1.173,1.216,1.277,1.354,1.393,1.461,1.735,1.970,2.595,2155.409,3180.159,4403.289,6368.664,9094.165,11125.830,13266.567,26056.146,39404.584,87414.445,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.350,0.392,0.429,0.469,0.507,0.509,0.544,0.603,0.636,0.709
1624.000,0.064,0.081,0.098,0.123,0.153,0.167,0.193,0.295,0.382,0.630,1.128,1.161,1.197,1.246,1.306,1.334,1.387,1.589,1.765,2.260,2155.406,3179.902,4403.513,6368.681,9093.709,11125.775,13267.615,26056.146,39399.901,87416.250,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.369,0.424,0.474,0.536,0.599,0.609,0.669,0.794,0.867,0.990
1625.000,0.108,0.132,0.157,0.191,0.229,0.243,0.277,0.389,0.478,0.714,1.215,1.265,1.315,1.381,1.458,1.486,1.555,1.778,1.956,2.429,2155.421,3180.220,4403.135,6369.076,9093.866,11125.751,13267.433,26056.146,39392.819,87417.133,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.210,0.247,0.281,0.326,0.376,0.390,0.435,0.561,0.648,0.830
1626.000,0.137,0.167,0.196,0.236,0.281,0.297,0.338,0.465,0.565,0.817,1.274,1.333,1.393,1.472,1.562,1.594,1.675,1.931,2.129,2.635,2155.463,3179.567,4403.127,6369.374,9094.129,11125.776,13268.586,26056.146,39398.763,87417.703,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.161,0.190,0.218,0.254,0.294,0.306,0.342,0.444,0.518,0.684
1627.000,0.089,0.113,0.139,0.175,0.217,0.234,0.272,0.399,0.500,0.757,1.178,1.227,1.278,1.350,1.434,1.467,1.543,1.798,1.999,2.513,2068.138,3052.077,4225.556,6112.437,8727.787,10675.366,12733.068,25006.545,37810.151,83898.875,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.249,0.281,0.310,0.346,0.384,0.394,0.429,0.521,0.587,0.734
1628.000,0.078,0.096,0.114,0.139,0.168,0.179,0.205,0.291,0.359,0.533,1.156,1.192,1.229,1.278,1.336,1.358,1.410,1.583,1.719,2.067,1591.323,2347.389,3251.442,4702.327,6714.782,8214.505,9794.812,19238.596,29078.245,64551.039,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.220,0.259,0.297,0.345,0.398,0.413,0.461,0.595,0.692,0.918
163.000,0.065,0.078,0.091,0.107,0.127,0.134,0.152,0.209,0.253,0.365,1.130,1.156,1.181,1.215,1.254,1.269,1.304,1.417,1.506,1.730,224.655,332.009,459.958,665.274,950.281,1162.454,1386.067,2722.301,4115.311,9136.382,0.005,0.008,0.009,0.013,0.015,0.015,0.018,0.021,0.025,0.031,0.038,0.046,0.054,0.065,0.077,0.081,0.092,0.126,0.151,0.213
1630.000,0.062,0.078,0.094,0.117,0.143,0.154,0.177,0.258,0.322,0.486,1.124,1.156,1.189,1.234,1.287,1.308,1.355,1.516,1.644,1.973,1876.230,2769.177,3835.893,5548.784,7921.210,9689.389,11557.493,22699.293,34305.211,76164.555,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.331,0.383,0.432,0.495,0.562,0.581,0.643,0.814,0.938,1.225
1631.000,0.042,0.053,0.065,0.081,0.100,0.109,0.126,0.191,0.247,0.403,1.084,1.106,1.129,1.161,1.201,1.219,1.253,1.383,1.494,1.805,1876.235,2769.270,3836.154,5548.774,7921.296,9689.404,11557.769,22699.293,34306.467,76164.602,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.501,0.578,0.649,0.739,0.834,0.856,0.944,1.158,1.297,1.568
1632.000,0.051,0.066,0.082,0.104,0.132,0.145,0.169,0.265,0.347,0.568,1.103,1.132,1.163,1.208,1.263,1.290,1.339,1.530,1.693,2.137,1876.245,2769.394,3836.230,5548.651,7921.475,9689.410,11557.454,22699.293,34308.482,76164.648,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.404,0.458,0.505,0.562,0.618,0.627,0.679,0.788,0.854,0.994
1633.000,0.150,0.182,0.215,0.257,0.306,0.322,0.366,0.500,0.603,0.854,1.299,1.365,1.429,1.515,1.611,1.644,1.731,2.000,2.205,2.709,1888.448,2787.212,3860.897,5584.001,7973.327,9754.544,11632.595,22845.303,34531.804,76654.305,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.128,0.150,0.172,0.201,0.232,0.242,0.271,0.354,0.416,0.563
1634.000,0.139,0.170,0.200,0.239,0.284,0.300,0.340,0.466,0.562,0.800,1.279,1.339,1.399,1.478,1.568,1.599,1.680,1.932,2.124,2.599,1893.309,2793.889,3870.645,5597.940,7993.422,9778.271,11661.587,22902.463,34616.749,76846.039,0.002,0.003,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.139,0.164,0.188,0.220,0.255,0.266,0.298,0.390,0.458,0.621
1635.000,0.042,0.056,0.073,0.099,0.135,0.157,0.189,0.329,0.444,0.733,1.084,1.112,1.145,1.198,1.270,1.314,1.378,1.658,1.887,2.466,1985.724,2929.883,4058.868,5869.705,8381.800,10252.867,12227.949,24014.658,36296.763,80575.312,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.527,0.574,0.606,0.628,0.633,0.630,0.635,0.638,0.659,0.738
1636.000,0.041,0.052,0.064,0.080,0.099,0.108,0.125,0.189,0.244,0.398,1.083,1.104,1.127,1.159,1.198,1.216,1.249,1.378,1.488,1.795,1985.719,2929.855,4058.838,5869.696,8381.709,10252.862,12228.081,24014.658,36297.344,80575.336,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.537,0.620,0.698,0.795,0.898,0.920,1.015,1.243,1.391,1.685
1637.000,0.039,0.050,0.061,0.076,0.094,0.102,0.118,0.176,0.224,0.356,1.079,1.100,1.121,1.152,1.188,1.204,1.235,1.352,1.449,1.712,1927.568,2843.873,3939.878,5698.236,8137.415,9951.550,11868.938,23313.193,35242.806,78223.289,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.546,0.631,0.712,0.813,0.922,0.950,1.050,1.311,1.492,1.883
1638.000,0.066,0.082,0.100,0.124,0.152,0.163,0.188,0.274,0.342,0.518,1.131,1.165,1.199,1.247,1.303,1.326,1.376,1.547,1.684,2.036,1927.520,2844.011,3940.121,5698.365,8137.038,9951.552,11869.683,23313.193,35240.526,78223.297,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.321,0.371,0.418,0.477,0.542,0.559,0.618,0.778,0.893,1.157
1639.000,0.133,0.160,0.186,0.221,0.260,0.274,0.310,0.422,0.509,0.724,1.267,1.320,1.372,1.442,1.521,1.549,1.620,1.844,2.017,2.448,1927.451,2844.151,3940.228,5698.250,8136.975,9951.505,11870.514,23313.193,35237.275,78223.281,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.148,0.178,0.208,0.246,0.288,0.301,0.340,0.452,0.534,0.728
164.000,0.065,0.081,0.097,0.119,0.144,0.154,0.176,0.249,0.305,0.447,1.131,1.163,1.195,1.238,1.289,1.307,1.352,1.498,1.611,1.894,295.769,436.572,604.606,874.553,1248.730,1527.532,1821.510,3577.790,5409.327,12006.529,0.005,0.007,0.009,0.011,0.013,0.013,0.015,0.018,0.020,0.024,0.049,0.058,0.066,0.076,0.088,0.092,0.102,0.134,0.158,0.216
1640.000,0.130,0.156,0.182,0.216,0.254,0.268,0.302,0.409,0.491,0.695,1.260,1.313,1.364,1.432,1.509,1.535,1.604,1.819,1.983,2.390,1346.119,1987.151,2752.890,3981.528,5684.596,6954.147,8293.238,16289.378,24619.372,54664.789,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.011,0.106,0.128,0.149,0.176,0.207,0.217,0.245,0.328,0.391,0.540
1641.000,0.113,0.135,0.158,0.187,0.220,0.232,0.262,0.356,0.428,0.608,1.226,1.271,1.315,1.374,1.441,1.464,1.524,1.711,1.856,2.216,1350.546,1993.530,2761.628,3994.226,5703.533,6977.914,8320.982,16342.944,24701.804,54844.156,0.002,0.002,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.125,0.151,0.176,0.209,0.247,0.259,0.293,0.394,0.470,0.652
1642.000,0.039,0.049,0.060,0.075,0.093,0.101,0.117,0.176,0.225,0.356,1.078,1.099,1.121,1.151,1.187,1.203,1.235,1.352,1.449,1.712,1363.864,2013.067,2788.753,4033.341,5759.545,7044.608,8402.552,16503.025,24944.877,55380.758,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.391,0.451,0.508,0.579,0.655,0.675,0.744,0.927,1.054,1.334
1643.000,0.031,0.040,0.048,0.060,0.075,0.082,0.095,0.143,0.184,0.297,1.062,1.079,1.096,1.121,1.150,1.164,1.189,1.286,1.368,1.595,1375.256,2029.816,2811.828,4066.904,5807.384,7104.485,8472.363,16640.109,25152.381,55840.160,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.497,0.574,0.647,0.738,0.836,0.861,0.951,1.184,1.343,1.683
1645.000,0.035,0.044,0.054,0.067,0.082,0.089,0.103,0.152,0.193,0.302,1.070,1.088,1.107,1.133,1.165,1.178,1.205,1.304,1.386,1.604,1375.265,2029.815,2812.015,4066.871,5807.057,7104.488,8472.531,16640.109,25152.551,55840.301,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.440,0.511,0.579,0.664,0.758,0.784,0.870,1.104,1.272,1.651
1646.000,0.121,0.147,0.173,0.206,0.245,0.258,0.293,0.400,0.483,0.689,1.242,1.294,1.345,1.413,1.490,1.516,1.586,1.801,1.967,2.378,1375.223,2029.976,2811.924,4067.013,5807.630,7104.508,8471.935,16640.109,25150.676,55839.867,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.010,0.118,0.140,0.162,0.190,0.222,0.232,0.260,0.345,0.408,0.558
1648.000,0.104,0.127,0.150,0.180,0.214,0.226,0.256,0.352,0.427,0.613,1.208,1.254,1.299,1.359,1.427,1.451,1.512,1.705,1.853,2.226,1462.799,2158.641,2989.967,4324.239,6174.580,7552.396,9008.165,17692.307,26741.063,59367.785,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.008,0.148,0.176,0.202,0.237,0.277,0.290,0.326,0.432,0.511,0.698
1649.000,0.096,0.115,0.133,0.158,0.185,0.195,0.220,0.300,0.362,0.522,1.192,1.230,1.266,1.315,1.371,1.391,1.440,1.599,1.724,2.044,1480.752,2185.110,3026.534,4377.196,6250.062,7645.336,9118.037,17908.367,27068.237,60092.184,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.163,0.198,0.233,0.279,0.331,0.348,0.395,0.535,0.638,0.879
165.000,0.067,0.083,0.099,0.121,0.146,0.155,0.177,0.250,0.306,0.447,1.134,1.166,1.198,1.241,1.291,1.309,1.354,1.499,1.612,1.893,348.125,514.013,711.986,1029.809,1470.487,1798.738,2144.916,4213.018,6369.468,14137.710,0.005,0.006,0.007,0.010,0.011,0.011,0.013,0.015,0.017,0.021,0.057,0.066,0.076,0.089,0.102,0.107,0.120,0.157,0.185,0.254
1650.000,0.038,0.048,0.059,0.074,0.092,0.100,0.116,0.176,0.227,0.368,1.076,1.096,1.117,1.147,1.184,1.200,1.232,1.352,1.454,1.735,1480.753,2184.971,3026.603,4377.080,6250.007,7645.315,9118.213,17908.367,27069.524,60092.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.439,0.505,0.566,0.643,0.725,0.744,0.819,1.005,1.130,1.390
1652.000,0.121,0.148,0.175,0.210,0.250,0.263,0.299,0.411,0.496,0.707,1.242,1.296,1.349,1.420,1.500,1.527,1.599,1.821,1.992,2.414,1480.716,2184.976,3026.430,4377.073,6250.244,7645.363,9118.085,17908.367,27068.110,60091.656,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.127,0.150,0.172,0.200,0.233,0.243,0.273,0.359,0.424,0.579
1653.000,0.118,0.142,0.165,0.196,0.231,0.243,0.274,0.372,0.447,0.635,1.236,1.284,1.330,1.392,1.462,1.486,1.549,1.744,1.895,2.270,1480.694,2184.652,3026.096,4377.099,6250.920,7645.400,9117.306,17908.367,27072.224,60091.285,0.002,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.009,0.130,0.157,0.183,0.217,0.256,0.268,0.303,0.408,0.486,0.673
1654.000,0.106,0.130,0.153,0.184,0.219,0.232,0.264,0.365,0.444,0.644,1.212,1.259,1.306,1.368,1.439,1.464,1.528,1.730,1.888,2.287,1578.860,2328.981,3226.280,4665.557,6662.244,8148.347,9719.185,19088.445,28851.723,64047.711,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.157,0.185,0.213,0.249,0.290,0.302,0.339,0.445,0.523,0.704
1655.000,0.097,0.116,0.136,0.161,0.191,0.203,0.229,0.317,0.387,0.568,1.194,1.233,1.271,1.323,1.383,1.405,1.458,1.634,1.774,2.136,1578.843,2329.043,3226.041,4665.639,6662.298,8148.351,9718.426,19088.445,28851.135,64047.633,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.005,0.006,0.007,0.173,0.208,0.243,0.289,0.340,0.355,0.401,0.531,0.625,0.836
1656.000,0.043,0.055,0.067,0.084,0.104,0.114,0.132,0.199,0.256,0.411,1.086,1.109,1.134,1.168,1.209,1.227,1.263,1.398,1.512,1.821,1578.830,2329.238,3226.150,4665.710,6661.793,8148.359,9719.677,19088.445,28855.178,64047.867,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.408,0.469,0.526,0.597,0.672,0.689,0.758,0.929,1.044,1.285
1657.000,0.041,0.052,0.064,0.079,0.098,0.107,0.123,0.184,0.235,0.373,1.083,1.104,1.127,1.159,1.196,1.213,1.246,1.368,1.470,1.746,1578.801,2328.993,3226.157,4665.653,6661.578,8148.342,9719.453,19088.445,28853.931,64048.016,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.427,0.493,0.555,0.634,0.718,0.739,0.817,1.017,1.156,1.453
1658.000,0.050,0.063,0.078,0.098,0.122,0.132,0.154,0.232,0.296,0.466,1.100,1.127,1.155,1.195,1.243,1.265,1.307,1.463,1.592,1.933,1591.333,2347.404,3251.443,4702.333,6714.627,8214.506,9795.498,19238.596,29078.429,64551.043,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.353,0.405,0.452,0.511,0.572,0.586,0.643,0.784,0.882,1.098
1659.000,0.231,0.277,0.322,0.382,0.450,0.473,0.534,0.721,0.862,1.203,1.461,1.553,1.644,1.764,1.901,1.946,2.069,2.443,2.725,3.406,2198.735,3242.604,4490.940,6494.604,9274.365,11342.096,13528.508,26568.707,40182.843,89126.555,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.090,0.107,0.123,0.143,0.165,0.172,0.192,0.249,0.291,0.391
166.000,0.066,0.082,0.098,0.120,0.146,0.155,0.178,0.252,0.310,0.455,1.131,1.164,1.196,1.240,1.292,1.310,1.356,1.504,1.620,1.910,295.746,436.542,604.632,874.545,1248.795,1527.523,1821.459,3577.790,5408.354,12006.493,0.006,0.008,0.009,0.012,0.013,0.013,0.015,0.018,0.020,0.024,0.049,0.057,0.065,0.075,0.087,0.091,0.101,0.132,0.155,0.211
1660.000,0.226,0.272,0.316,0.376,0.443,0.465,0.526,0.710,0.849,1.184,1.452,1.543,1.633,1.751,1.886,1.931,2.052,2.421,2.698,3.368,2199.057,3242.955,4490.143,6494.511,9274.646,11342.122,13527.838,26568.707,40173.374,89123.445,0.003,0.004,0.005,0.006,0.007,0.007,0.008,0.009,0.011,0.013,0.092,0.109,0.125,0.146,0.169,0.175,0.196,0.254,0.297,0.401
1661.000,0.221,0.265,0.309,0.368,0.434,0.456,0.516,0.698,0.834,1.163,1.441,1.530,1.619,1.736,1.868,1.913,2.032,2.395,2.668,3.327,2199.308,3242.600,4490.128,6494.900,9274.238,11342.139,13527.348,26568.707,40169.995,89121.070,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.095,0.112,0.129,0.150,0.173,0.180,0.201,0.261,0.305,0.412
1662.000,0.215,0.259,0.303,0.361,0.426,0.448,0.507,0.686,0.821,1.146,1.431,1.519,1.606,1.722,1.853,1.897,2.015,2.373,2.642,3.292,2199.388,3242.825,4490.472,6494.723,9274.052,11342.121,13527.287,26568.707,40166.069,89120.320,0.002,0.003,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.098,0.115,0.132,0.154,0.177,0.184,0.206,0.267,0.312,0.421
1663.000,0.214,0.258,0.301,0.359,0.424,0.446,0.505,0.683,0.817,1.140,1.427,1.515,1.602,1.718,1.848,1.891,2.009,2.366,2.633,3.280,2215.329,3265.636,4522.867,6541.386,9339.521,11424.776,13623.839,26757.934,40446.003,89751.578,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.099,0.117,0.134,0.156,0.180,0.187,0.209,0.271,0.317,0.428
1664.000,0.196,0.238,0.280,0.335,0.398,0.418,0.474,0.644,0.771,1.080,1.392,1.476,1.560,1.670,1.795,1.836,1.949,2.287,2.542,3.161,2282.187,3363.962,4658.186,6736.624,9616.995,11765.172,14029.856,27557.049,41647.019,92425.438,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.113,0.133,0.151,0.175,0.201,0.209,0.233,0.303,0.355,0.478
1666.000,0.205,0.248,0.291,0.348,0.412,0.433,0.491,0.665,0.796,1.113,1.410,1.497,1.582,1.696,1.823,1.866,1.981,2.330,2.591,3.225,2282.183,3363.258,4658.222,6736.722,9618.530,11765.162,14030.953,27557.049,41651.247,92427.836,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.107,0.126,0.144,0.167,0.192,0.200,0.223,0.289,0.339,0.457
1667.000,0.192,0.233,0.274,0.328,0.389,0.409,0.464,0.629,0.754,1.057,1.383,1.466,1.548,1.656,1.777,1.817,1.927,2.258,2.507,3.113,2303.390,3395.350,4700.867,6798.140,9705.423,11874.255,14158.608,27810.131,42031.028,93270.891,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.117,0.137,0.157,0.182,0.209,0.218,0.243,0.316,0.370,0.499
1668.000,0.191,0.230,0.268,0.318,0.374,0.392,0.442,0.595,0.711,0.993,1.383,1.460,1.536,1.635,1.747,1.784,1.885,2.191,2.422,2.986,2309.404,3404.307,4712.137,6815.946,9731.250,11904.191,14196.431,27880.783,42135.556,93506.609,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.118,0.140,0.161,0.189,0.221,0.230,0.259,0.341,0.403,0.549
1669.000,0.182,0.219,0.254,0.301,0.354,0.371,0.419,0.564,0.674,0.943,1.364,1.437,1.509,1.602,1.708,1.743,1.838,2.128,2.347,2.885,2309.476,3404.452,4712.894,6816.263,9731.697,11904.141,14197.571,27880.783,42130.383,93508.266,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.125,0.149,0.172,0.202,0.236,0.247,0.278,0.368,0.434,0.594
167.000,0.019,0.025,0.030,0.038,0.048,0.054,0.062,0.098,0.131,0.230,1.038,1.049,1.060,1.077,1.097,1.107,1.124,1.196,1.262,1.460,246.746,364.448,504.871,730.277,1042.669,1275.634,1521.291,2987.641,4517.305,10027.493,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.146,0.168,0.188,0.213,0.239,0.244,0.268,0.322,0.355,0.412
1670.000,0.200,0.240,0.279,0.332,0.390,0.409,0.462,0.622,0.742,1.036,1.400,1.480,1.559,1.663,1.780,1.819,1.925,2.244,2.485,3.071,2303.435,3395.382,4700.446,6798.542,9706.230,11874.203,14160.437,27810.131,42029.351,93268.414,0.002,0.003,0.004,0.005,0.006,0.006,0.006,0.008,0.009,0.010,0.112,0.133,0.153,0.179,0.208,0.217,0.243,0.321,0.378,0.515
1672.000,0.082,0.102,0.123,0.152,0.185,0.198,0.228,0.328,0.406,0.605,1.163,1.204,1.246,1.304,1.371,1.396,1.456,1.656,1.813,2.210,2499.247,3681.402,5096.011,7369.649,10521.980,12870.391,15349.782,30144.857,45558.732,101089.883,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.329,0.380,0.429,0.490,0.557,0.576,0.637,0.805,0.927,1.211
1673.000,0.137,0.166,0.195,0.233,0.276,0.292,0.331,0.455,0.550,0.786,1.274,1.332,1.389,1.466,1.553,1.584,1.662,1.910,2.100,2.573,2318.656,3417.613,4731.066,6841.409,9768.251,11948.131,14250.434,27986.979,42288.450,93868.141,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.173,0.205,0.237,0.277,0.322,0.335,0.376,0.492,0.577,0.777
1674.000,0.050,0.063,0.077,0.097,0.120,0.131,0.151,0.228,0.293,0.467,1.100,1.126,1.154,1.193,1.240,1.262,1.303,1.457,1.586,1.934,2309.919,3404.139,4713.886,6816.286,9732.285,11905.245,14197.507,27883.857,42130.676,93521.844,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.514,0.590,0.660,0.748,0.840,0.861,0.946,1.155,1.294,1.586
1675.000,0.153,0.182,0.210,0.248,0.291,0.305,0.343,0.462,0.552,0.776,1.305,1.363,1.421,1.496,1.581,1.610,1.687,1.923,2.104,2.553,2309.886,3403.846,4713.690,6816.213,9732.562,11905.219,14196.226,27883.857,42131.901,93521.133,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.005,0.006,0.008,0.153,0.184,0.215,0.256,0.302,0.316,0.358,0.481,0.572,0.788
1676.000,0.170,0.203,0.236,0.279,0.327,0.344,0.388,0.522,0.624,0.874,1.340,1.406,1.472,1.558,1.655,1.688,1.775,2.043,2.247,2.748,2309.809,3403.446,4713.626,6817.050,9732.792,11905.224,14197.592,27883.857,42129.476,93519.945,0.002,0.002,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.009,0.135,0.162,0.188,0.222,0.260,0.272,0.307,0.409,0.484,0.664
1677.000,0.043,0.054,0.066,0.083,0.103,0.112,0.130,0.196,0.251,0.403,1.086,1.109,1.132,1.166,1.206,1.225,1.260,1.392,1.503,1.806,2499.258,3681.529,5096.138,7369.877,10522.267,12870.418,15350.247,30144.857,45559.548,101090.516,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.650,0.748,0.840,0.954,1.076,1.104,1.216,1.496,1.684,2.077
1678.000,0.159,0.191,0.222,0.263,0.310,0.326,0.368,0.499,0.599,0.846,1.319,1.382,1.444,1.526,1.619,1.652,1.736,1.997,2.197,2.691,2514.147,3703.652,5126.447,7413.863,10584.409,12946.537,15439.366,30322.131,45820.420,101685.781,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.158,0.190,0.220,0.259,0.303,0.317,0.357,0.472,0.557,0.758
1679.000,0.181,0.216,0.251,0.297,0.349,0.367,0.414,0.558,0.668,0.937,1.361,1.432,1.502,1.594,1.699,1.734,1.828,2.117,2.337,2.875,2514.138,3703.517,5126.505,7413.816,10584.244,12946.528,15440.612,30322.131,45824.752,101685.336,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.008,0.137,0.164,0.190,0.224,0.261,0.273,0.307,0.405,0.478,0.651
168.000,0.013,0.016,0.020,0.025,0.031,0.034,0.039,0.059,0.076,0.124,1.026,1.033,1.040,1.050,1.062,1.067,1.078,1.117,1.151,1.247,246.745,364.424,504.881,730.286,1042.741,1275.640,1521.062,2987.641,4517.443,10027.288,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.218,0.254,0.288,0.332,0.380,0.394,0.437,0.559,0.647,0.840
1680.000,0.144,0.172,0.199,0.236,0.278,0.293,0.331,0.449,0.541,0.769,1.287,1.343,1.399,1.472,1.556,1.586,1.661,1.899,2.082,2.538,2671.200,3932.548,5444.001,7872.621,11240.186,13749.614,16397.093,32202.689,48669.617,107983.219,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.189,0.227,0.265,0.314,0.368,0.384,0.433,0.575,0.679,0.923
1681.000,0.071,0.089,0.107,0.133,0.164,0.176,0.203,0.297,0.371,0.563,1.141,1.178,1.215,1.267,1.327,1.352,1.406,1.593,1.742,2.126,2671.216,3932.830,5444.168,7873.057,11240.189,13749.551,16398.177,32202.689,48666.503,107984.031,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.411,0.473,0.532,0.606,0.686,0.707,0.780,0.974,1.112,1.428
1682.000,0.232,0.280,0.327,0.390,0.461,0.485,0.549,0.742,0.886,1.238,1.464,1.560,1.655,1.781,1.922,1.969,2.097,2.483,2.773,3.475,2759.682,4062.423,5622.549,8129.360,11606.529,14195.851,16932.286,33251.812,50245.142,111501.352,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.010,0.112,0.132,0.150,0.174,0.200,0.208,0.232,0.299,0.349,0.468
1683.000,0.226,0.273,0.320,0.381,0.451,0.474,0.536,0.725,0.867,1.212,1.452,1.546,1.639,1.763,1.902,1.947,2.073,2.450,2.734,3.424,2759.744,4062.840,5622.311,8129.813,11605.556,14195.938,16932.622,33251.812,50238.976,111502.438,0.002,0.003,0.004,0.005,0.006,0.006,0.006,0.008,0.009,0.010,0.116,0.136,0.155,0.179,0.206,0.214,0.239,0.309,0.361,0.484
1684.000,0.237,0.286,0.334,0.398,0.470,0.494,0.560,0.756,0.904,1.262,1.474,1.572,1.668,1.796,1.941,1.988,2.119,2.513,2.808,3.523,2759.470,4062.552,5621.988,8128.869,11606.664,14195.854,16929.525,33251.812,50236.755,111500.172,0.003,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.011,0.109,0.128,0.147,0.170,0.195,0.203,0.226,0.291,0.339,0.454
1685.000,0.241,0.290,0.339,0.404,0.477,0.502,0.568,0.768,0.919,1.282,1.481,1.580,1.678,1.808,1.955,2.003,2.136,2.537,2.837,3.564,2759.250,4061.422,5622.175,8129.973,11606.819,14195.854,16930.581,33251.812,50239.421,111498.805,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.011,0.108,0.126,0.144,0.167,0.191,0.199,0.221,0.285,0.332,0.443
