DAY,GRID_NO,HUMIDITY_06H,HUMIDITY_09H,HUMIDITY_12H,HUMIDITY_15H,HUMIDITY_18H,SNOWDEPTH,LATITUDE,LONGITUDE,ALTITUDE,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,VAPOURPRESSURE,WINDSPEED,PRECIPITATION,E0,ES0,ET0,RADIATION,SUNSHINE_CALC,YEAR,MONTH
22,101096,84.74,81.56,77.83,92.36,86.66,,50.72749,5.27314,128,20.1,13.4,16.8,14.55,2.6,1.6,3.92,3.48,3.18,16930,5.06119686525013,1991,06
23,101096,89.88,93.77,68.15,64.88,70.74,,50.72749,5.27314,128,20,13.4,16.7,14.2,2.3,0,3.75,3.33,3.03,15804,4.18665921076567,1991,06
24,101096,93.67,88.42,76.56,67,85.82,,50.72749,5.27314,128,19.5,14.9,17.2,16.16,1.8,0.4,2.48,2.22,2.12,9673,0,1991,06
25,101096,93.97,93.97,90.9,82.91,75.31,,50.72749,5.27314,128,22.7,14.7,18.7,18.41,2.7,5.8,3.24,2.88,2.6,12889,1.92310550271122,1991,06
27,101096,87.5,85.29,78.52,90.77,93.08,,50.72749,5.27314,128,15.3,11.2,13.3,12.98,2.5,3.1,2.04,1.82,1.75,9119,0,1991,06
26,101096,93.71,92.59,77.7,61.86,62.13,,50.72749,5.27314,128,19.8,14.2,17,13.78,2.8,6.2,4.57,4.04,3.68,19910,7.40536148493374,1991,06
28,101096,90.33,83.86,79.8,70.69,73.94,,50.72749,5.27314,128,15.6,10.6,13.1,11.37,2.6,7.8,2.8,2.5,2.35,12267,1.4588662208382,1991,06
29,101096,93.08,81.81,59.93,53.96,55.7,,50.72749,5.27314,128,18.2,10.4,14.3,11.03,1.4,0,3.73,3.25,3.23,19459,7.08268763009218,1991,06
30,101096,71.76,65.46,52.92,60.46,61.66,,50.72749,5.27314,128,20.8,10.7,15.8,14.03,2.3,0,3.08,2.77,2.57,11936,1.21960106073618,1991,06
01,101096,74.99,56.38,57.13,54.11,59.1,,50.72749,5.27314,128,20.9,14.6,17.8,18.27,0.7,2,1.97,1.75,1.73,8190,0,1991,07
02,101096,83.17,56.24,39.18,38.94,64.14,,50.72749,5.27314,128,26.5,15.5,21,19.28,1.4,5.6,4.28,3.78,3.55,17639,5.70052032259718,1991,07
03,101096,77.67,60.76,53.01,56.17,39.87,,50.72749,5.27314,128,26.9,15.7,21.3,18.64,1.4,0,5.08,4.44,4.18,22058,9.17144433596904,1991,07
04,101096,63.71,57.81,50.1,50.91,45.48,,50.72749,5.27314,128,28.4,16,22.2,17.82,2.2,0,6.04,5.28,5.24,26038,12.3035722546259,1991,07
05,101096,81.73,70.85,56.74,53.57,53.79,,50.72749,5.27314,128,30,18.1,24.1,21.06,2.2,0,6.25,5.48,5.31,26087,12.3632095085459,1991,07
06,101096,81.9,71.27,65.4,60.78,78.47,,50.72749,5.27314,128,27.9,20.2,24.1,21.74,1.2,0,4.88,4.3,3.99,19381,7.13356351198687,1991,07
07,101096,87.23,60.72,50.94,43.38,62.04,,50.72749,5.27314,128,29.6,16.6,23.1,19.05,0.9,0,5.39,4.72,4.51,23015,10.0026510557898,1991,07
08,101096,92.41,87.8,66.61,71.56,79.46,,50.72749,5.27314,128,25.3,17.9,21.6,19.11,2.6,1.2,4.51,4.01,3.82,17327,5.56616934984045,1991,07
09,101096,92.62,81.45,60.69,55.35,59.14,,50.72749,5.27314,128,21.7,15.5,18.6,15.17,1.7,0,4.38,3.86,3.63,19361,7.18491329565461,1991,07
10,101096,84.78,66.21,50.96,49.51,58.96,,50.72749,5.27314,128,26.2,12.4,19.3,15.54,1.5,0,5.47,4.75,4.65,26225,12.6003743109954,1991,07
11,101096,69.47,60.16,45.35,39.67,45.1,,50.72749,5.27314,128,33.2,17.4,25.3,20.47,2.4,0,6.84,6.02,6.12,27150,13.3577535561489,1991,07
12,101096,88.42,72.08,49.91,42.05,40.45,,50.72749,5.27314,128,25.1,18.2,21.7,16.18,1.8,0,5.32,4.69,4.51,21855,9.22536881653423,1991,07
13,101096,80.25,68.51,66.3,82.14,87.99,,50.72749,5.27314,128,19.3,15.1,17.2,16.78,1.6,0,2.03,1.81,1.83,8366,0,1991,07
14,101096,93.68,86.26,82.13,67.4,76.78,,50.72749,5.27314,128,22,14.9,18.5,16.61,2.1,15.4,3.73,3.28,3.07,16124,4.77213584376231,1991,07
16,101096,90.99,84.54,70.83,67.02,74.24,,50.72749,5.27314,128,19.1,12.8,16,14.38,1.6,0,2.65,2.38,2.15,10495,0.387595615965248,1991,07
15,101096,92.36,81.95,75.79,82.6,73.83,,50.72749,5.27314,128,19.2,13.5,16.4,14.7,2.7,0,2.66,2.41,2.31,9725,0,1991,07
17,101096,91.17,66.04,62.13,50.99,64.64,,50.72749,5.27314,128,20.7,12.6,16.7,14.15,1.4,0,3.26,2.88,2.7,14468,3.55449531017677,1991,07
18,101096,82.39,74.97,77.32,89.69,92.6,,50.72749,5.27314,128,17.4,12.5,15,16.11,2.6,0.4,1.56,1.38,1.31,7040,0,1991,07
19,101096,89.81,83.86,83.57,81.45,91.33,,50.72749,5.27314,128,17.4,13.4,15.4,14.15,2.6,6.8,2.19,1.99,1.84,7889,0,1991,07
20,101096,90.85,83.91,72.24,67.08,71.79,,50.72749,5.27314,128,20.6,12.4,16.5,14.62,1.4,0,3.02,2.68,2.52,13465,2.85684358899081,1991,07
21,101096,90.1,88.84,73.65,72.66,63.39,,50.72749,5.27314,128,21.2,13.5,17.4,15.35,1.1,1.4,2.72,2.41,2.35,11861,1.61713889008784,1991,07
22,101096,85.65,59.45,51.26,49.75,50.06,,50.72749,5.27314,128,23.6,11.9,17.8,15,0.3,0,4.11,3.54,3.5,21524,9.33367324426234,1991,07
23,101096,61.85,53.2,46.18,42.69,54.6,,50.72749,5.27314,128,29,14.2,21.6,15.46,1.4,0,5.57,4.84,4.82,25373,12.443355631062,1991,07
24,101096,83.2,92.64,68.04,57.38,72.32,,50.72749,5.27314,128,21.5,15.8,18.7,15.02,3,0.6,3.55,3.19,3.14,13314,2.87921664793368,1991,07
25,101096,91.73,91.28,84.45,78.59,83.84,,50.72749,5.27314,128,19.3,13.1,16.2,14.75,1.8,4.2,2.88,2.56,2.4,12646,2.38420314407446,1991,07
26,101096,93.51,82.47,73.83,79.92,85.81,,50.72749,5.27314,128,20.7,13.3,17,15.94,1.6,26,2.51,2.23,2.15,10795,0.942527021836051,1991,07
27,101096,93.08,83.8,61.99,59.23,64.54,,50.72749,5.27314,128,22,13.5,17.8,15.24,0.5,4.2,3.28,2.88,2.64,14900,4.26850819654624,1991,07
28,101096,73.06,55.99,46.28,42.65,43.08,,50.72749,5.27314,128,26.1,13.6,19.9,14.77,1.3,0,5.16,4.45,4.49,25752,13.020899299863,1991,07
29,101096,62.92,50.37,44.54,40.67,42.39,,50.72749,5.27314,128,28.1,16.1,22.1,15.44,1.7,0,5.62,4.86,4.94,26070,13.3372910033164,1991,07
30,101096,67.62,60.46,58.35,55.61,82.73,,50.72749,5.27314,128,28.6,17.4,23,17.3,1.7,0,4.81,4.21,4.34,20292,8.74710417765022,1991,07
31,101096,93.55,89.21,75.46,66.36,64.87,,50.72749,5.27314,128,22.8,14.9,18.9,15.96,0.8,5.6,3.05,2.7,2.53,12758,2.72421668943744,1991,07
01,101096,85.71,61.88,61.84,62.31,68.06,,50.72749,5.27314,128,24.8,13.4,19.1,15.34,0.3,0,3.83,3.32,3.18,18731,7.59919904546573,1991,08
02,101096,87.47,73.44,63.44,56.78,59.79,,50.72749,5.27314,128,25.1,14.7,19.9,16.8,1.2,0,4.85,4.18,4.1,23567,11.5741061053419,1991,08
03,101096,84.66,64.68,50.25,58.67,58.2,,50.72749,5.27314,128,24.4,14.9,19.7,16.86,0.7,0,3.99,3.49,3.21,18141,7.23572444671597,1991,08
04,101096,67.02,66.92,63.02,61.94,60.08,,50.72749,5.27314,128,25.7,15.8,20.8,18.27,0.5,0,3.99,3.47,3.28,18378,7.48768441382014,1991,08
05,101096,76.24,56.81,53.22,49.91,61.2,,50.72749,5.27314,128,28,16.2,22.1,18.37,0.9,0,4.27,3.74,3.55,18440,7.59939833047727,1991,08
06,101096,60.87,48.54,46.24,44.12,51.53,,50.72749,5.27314,128,31.3,18.9,25.1,18.29,1.9,0,5.63,4.93,5.11,23137,11.5020752518716,1991,08
07,101096,69.5,62.43,55.48,61.59,67.82,,50.72749,5.27314,128,25.8,18.1,22,19.55,1,0,3.85,3.38,3.18,16673,6.27877804869566,1991,08
08,101096,92.29,92.49,92.63,87.48,87.49,,50.72749,5.27314,128,19.7,16.3,18,17.3,1.8,14.6,1.75,1.57,1.58,6361,0,1991,08
09,101096,92.18,71.89,61.66,56.47,60.99,,50.72749,5.27314,128,23.1,12.1,17.6,14.42,0.9,5.6,3.75,3.21,3.29,20246,9.34871858160417,1991,08
10,101096,72.83,77.91,70.9,70.35,74.77,,50.72749,5.27314,128,26.1,15.2,20.7,19.03,1.8,0,3.18,2.81,2.77,13184,3.58919774571207,1991,08
11,101096,85.82,64.92,56.95,57.29,60.46,,50.72749,5.27314,128,22.7,15.8,19.3,18.46,1.8,0,2.78,2.45,2.37,11780,2.48542208781463,1991,08
12,101096,93.69,93.59,66.3,52.71,62.24,,50.72749,5.27314,128,22.8,16.3,19.6,15.4,1,2,3.68,3.19,3.16,17769,7.51782417073546,1991,08
13,101096,79.71,68.51,59.5,55.98,57.69,,50.72749,5.27314,128,22.7,12.3,17.5,14.13,0.6,0,2.95,2.62,2.27,12406,3.1225670065612,1991,08
14,101096,78.58,65.54,62.97,58.13,62.65,,50.72749,5.27314,128,24.1,15,19.6,15.19,0.7,0,3.25,2.85,2.71,14692,5.0944575258852,1991,08
15,101096,79.75,62.39,50.92,49.05,57.22,,50.72749,5.27314,128,27,14.1,20.6,15.63,1.2,0,4.21,3.61,3.81,21104,10.5393516680109,1991,08
16,101096,89.99,85.79,78.64,80.53,92.16,,50.72749,5.27314,128,22.9,14.7,18.8,17.17,2.1,0,2.82,2.5,2.43,12121,3.07056856527376,1991,08
17,101096,92.95,83.73,65.6,71.56,72.41,,50.72749,5.27314,128,21.4,13.5,17.5,15.17,3,0,2.8,2.5,2.51,11658,2.7442209284885,1991,08
18,101096,86.36,75,65.33,55.74,61.34,,50.72749,5.27314,128,20.7,12,16.4,12.76,2,0,3.3,2.87,3.02,16920,7.26562456838913,1991,08
19,101096,84.3,66.88,54.88,48.28,57.56,,50.72749,5.27314,128,21.3,9.8,15.6,12.39,1.3,0,3.24,2.78,2.88,17904,8.18382215144122,1991,08
20,101096,70.67,61.08,45.45,50.56,66.3,,50.72749,5.27314,128,22.5,12.9,17.7,14.38,1.4,0,2.71,2.4,2.38,11539,2.8399625228916,1991,08
21,101096,87.4,66.62,54.53,47.83,51.74,,50.72749,5.27314,128,27.2,12.1,19.7,16.23,1,0,3.86,3.28,3.52,20740,10.7880193146906,1991,08
22,101096,64.97,55.31,54.39,45.24,55.25,,50.72749,5.27314,128,29.3,17,23.2,16.23,1.4,0,3.64,3.2,3.45,15099,6.03820650558608,1991,08
23,101096,82.68,67.3,48.47,50.67,64.76,,50.72749,5.27314,128,23.2,15.8,19.5,13.49,2.3,0.4,3.88,3.41,3.65,17018,7.77778769205959,1991,08
24,101096,78.5,70.22,56.24,53.69,62.53,,50.72749,5.27314,128,22.6,14.3,18.5,14.22,1.4,0,3.16,2.75,2.84,15398,6.46526358816167,1991,08
25,101096,81.45,65.11,48.57,44.03,52.85,,50.72749,5.27314,128,23.9,11.9,17.9,13.68,0.7,0,3.4,2.88,3.04,19592,10.203656995279,1991,08
26,101096,83.17,53.64,53.46,43.4,56.1,,50.72749,5.27314,128,24.2,12.8,18.5,13.68,1.1,0,3.37,2.86,3.14,18829,9.64207633116504,1991,08
27,101096,84.01,56.45,43.87,38.98,54.76,,50.72749,5.27314,128,24.1,12.4,18.3,14.08,0.8,0,3.28,2.77,2.95,18683,9.61873224278708,1991,08
28,101096,80.55,61.11,54.4,52.24,62.1,,50.72749,5.27314,128,22,13,17.5,13.8,1.7,0,3.13,2.71,2.81,15868,7.24212314161338,1991,08
29,101096,88.3,67.43,43.09,29.6,40.76,,50.72749,5.27314,128,21.9,10,16,10.76,1.2,0,3.35,2.82,3.15,20673,11.5979711667368,1991,08
30,101096,71.39,49.4,36.78,34,45.76,,50.72749,5.27314,128,23.7,10.4,17.1,11.82,1.1,0,3.32,2.78,3.16,20481,11.5468068120281,1991,08
31,101096,67.34,45.35,35.71,29.21,39.66,,50.72749,5.27314,128,26.6,11.9,19.3,11.7,1.6,0,3.67,3.12,3.71,20086,11.3149758397192,1991,08
01,101096,60.15,47.31,43.05,51.2,78.04,,50.72749,5.27314,128,29.2,13.6,21.4,13.41,1.2,0,3.55,3.01,3.56,18847,10.3231837406122,1991,09
02,101096,93.59,84.81,66.2,63.72,87.33,,50.72749,5.27314,128,26.6,16.1,21.4,18.04,1.2,0,3.22,2.78,2.9,15418,7.34273213183802,1991,09
03,101096,72.17,52.96,37.15,31.1,44.04,,50.72749,5.27314,128,28.7,14.5,21.6,14.82,0.9,0,3.38,2.85,3.24,18185,9.9631913094413,1991,09
04,101096,49.58,44.18,34.22,34.35,39.36,,50.72749,5.27314,128,28.3,14.4,21.4,13.28,1.4,0,3.36,2.86,3.39,17653,9.59858234817023,1991,09
05,101096,71.27,58.38,48.36,41.92,62.19,,50.72749,5.27314,128,23.6,14.3,19,15.59,1.6,0,3.03,2.63,2.64,14745,7.04819734860939,1991,09
06,101096,89.62,83.94,50.23,51.93,58.84,,50.72749,5.27314,128,18.7,13.3,16,11.2,1.8,0,2.33,2.05,2.27,10686,3.40674662920479,1991,09
07,101096,78.55,70.37,70.22,62.14,72.3,,50.72749,5.27314,128,17.8,11.1,14.5,12.22,1,0,1.57,1.42,1.4,6190,0,1991,09
08,101096,93.2,81.08,58.51,56.68,65,,50.72749,5.27314,128,19.6,10.5,15.1,12.86,0.7,0,1.84,1.59,1.66,9824,2.78144567521465,1991,09
09,101096,86.12,68.3,51.49,46.74,58.5,,50.72749,5.27314,128,23,9.3,16.2,12.27,0.5,0,2.52,2.07,2.38,17482,10.0706529251801,1991,09
10,101096,54.18,48.57,42.22,44.46,55.1,,50.72749,5.27314,128,26.3,10.6,18.5,12.74,1.1,0,2.66,2.26,2.68,15024,7.87861383728342,1991,09
11,101096,84.62,79.64,59.82,60.48,71.31,,50.72749,5.27314,128,21.7,13.1,17.4,13.48,1.7,0,2.38,2.1,2.19,10587,3.77602072746253,1991,09
12,101096,91.17,73.61,59.2,49.42,51.02,,50.72749,5.27314,128,19.1,8.7,13.9,9.05,1.3,0,2.46,2.03,2.46,17451,10.4500032500965,1991,09
13,101096,60.02,46.23,44.16,41.36,45.37,,50.72749,5.27314,128,22.1,7.2,14.7,9.69,0.7,0,2.25,1.82,2.32,17221,10.3699646235019,1991,09
14,101096,64.96,51.92,45.47,43.92,54.07,,50.72749,5.27314,128,25.3,9.5,17.4,11.1,0.7,0,2.46,2,2.46,17011,10.3092760499874,1991,09
15,101096,72.77,69.5,68.12,71.67,79.63,,50.72749,5.27314,128,21.2,11.9,16.6,16.76,1.9,0,1.47,1.33,1.51,5445,0,1991,09
16,101096,93.76,91.42,75.75,68.67,87.1,,50.72749,5.27314,128,21.1,15.7,18.4,17.8,2,2.6,1.9,1.69,1.65,7905,1.63998925153577,1991,09
17,101096,88.35,76.15,65.71,60.14,65.83,,50.72749,5.27314,128,19.6,13.7,16.7,14.23,2.1,3.7,2.13,1.81,2.08,12024,5.80970890635638,1991,09
18,101096,92.25,74.83,57.29,50.86,64.52,,50.72749,5.27314,128,21.9,11.6,16.8,14.13,1.4,0,2.33,1.96,2.17,13772,7.67264988063669,1991,09
19,101096,83.46,83.46,68.39,82.1,85.1,,50.72749,5.27314,128,19.6,13.1,16.4,13.72,1.1,2.4,1.87,1.63,1.63,9190,3.19883335210355,1991,09
20,101096,89.23,76.16,58.39,47.71,68.75,,50.72749,5.27314,128,19.1,10.8,15,11.27,0.7,0,1.94,1.58,1.84,14043,8.2157264449525,1991,09
21,101096,70.69,64.19,55.04,53.25,69.36,,50.72749,5.27314,128,24.7,9.2,17,13.51,2.1,0,2.4,1.99,2.68,15436,9.77747025864175,1991,09
22,101096,82.48,64.21,75.79,89.63,83.85,,50.72749,5.27314,128,20.7,10.3,15.5,14.2,3,0,1.67,1.49,1.82,7278,1.54193491703795,1991,09
23,101096,91.55,88.07,75.33,76.66,69.01,,50.72749,5.27314,128,17.6,10.9,14.3,12.84,4.3,2.4,1.88,1.7,1.79,6995,1.33987640030349,1991,09
24,101096,92.51,92.63,92.54,88.61,88.61,,50.72749,5.27314,128,21.5,13.3,17.4,16.23,4,0.4,2.15,1.89,2.02,9984,4.55241820758888,1991,09
25,101096,91.47,87.93,90.86,92.56,92.6,,50.72749,5.27314,128,20.3,16.5,18.4,17.37,2.3,1.2,1.33,1.21,1.42,4479,0,1991,09
26,101096,93.41,93.38,88.47,85.55,92.36,,50.72749,5.27314,128,16.6,13.3,15,14.64,1.7,6,1.21,1.08,1.09,4970,0,1991,09
27,101096,92.89,91.55,88.42,83.75,89.62,,50.72749,5.27314,128,14.2,10.5,12.4,11.93,2.9,2,1.24,1.09,1.21,6139,0.79310031794528,1991,09
28,101096,92.93,93.05,93.2,90.7,89.67,,50.72749,5.27314,128,15,8.4,11.7,11.7,2.3,0.8,1.19,1.03,1.15,6757,1.54833330795223,1991,09
29,101096,91.05,87.33,80.92,78.34,86.2,,50.72749,5.27314,128,17.4,10.4,13.9,13.03,2,1.8,1.39,1.22,1.33,6882,1.77952029812636,1991,09
30,101096,90.26,89.27,89.67,82.99,81.59,,50.72749,5.27314,128,14.1,9.6,11.9,11.48,2.1,0,1.06,0.9,1.14,7030,2.03972221823786,1991,09
01,101096,91.88,84.37,92.25,92.2,74.93,,50.72749,5.27314,128,14.8,6.2,10.5,10.7,4.3,2.8,1.14,1.02,1.28,5362,0.292550848320431,1991,10
02,101096,83.25,79.97,73.48,68.8,77.48,,50.72749,5.27314,128,14.5,9.7,12.1,10.78,1.9,0.4,1.29,1.1,1.27,7699,2.9900092333669,1991,10
03,101096,85.04,71.35,61.35,53.73,73.94,,50.72749,5.27314,128,18.9,8.2,13.6,11.08,2.8,2,1.78,1.47,2.01,12735,8.77950050649705,1991,10
04,101096,90.81,88.65,86.2,82.5,92.33,,50.72749,5.27314,128,17.5,11,14.3,12.34,1.3,0,1.4,1.14,1.37,10243,6.10744589857215,1991,10
05,101096,82.37,77.12,76.66,81.67,88.57,,50.72749,5.27314,128,18.3,8.8,13.6,12.44,1.5,0,1.23,1.01,1.29,8565,4.32060366632729,1991,10
06,101096,93.06,92.69,92.89,88.98,87.57,,50.72749,5.27314,128,15.3,11,13.2,11.77,1.4,4.2,1.04,0.89,1.09,6196,1.69876771024358,1991,10
07,101096,92.61,92.69,93.11,90.99,91.9,,50.72749,5.27314,128,14,7.5,10.8,11.97,0.4,0.2,0.76,0.65,0.7,4569,0,1991,10
08,101096,93.28,88.78,72.76,64.5,79.33,,50.72749,5.27314,128,18.3,8.4,13.4,12.81,0.9,0,1.07,0.84,1.11,9223,5.47789957205017,1991,10
09,101096,92.69,92.17,69.62,60.17,75.34,,50.72749,5.27314,128,20.1,10.4,15.3,12.52,1.1,0,1.26,0.97,1.49,11283,8.07365901238944,1991,10
10,101096,65.42,57.96,51.01,54.26,64.65,,50.72749,5.27314,128,23.1,10.8,17,13.36,1.2,0,1.3,1.05,1.51,9513,6.10543323992659,1991,10
11,101096,62.78,62.54,47.09,56.35,66.03,,50.72749,5.27314,128,20.7,12,16.4,12.11,1.6,0,1.58,1.37,1.52,8178,4.62679248523565,1991,10
12,101096,92.25,90.1,90.89,93.22,92.02,,50.72749,5.27314,128,14.8,11.9,13.4,13.88,1,0,0.61,0.54,0.68,2999,0,1991,10
13,101096,92.73,93.1,84.14,77.31,90.86,,50.72749,5.27314,128,15.8,9.6,12.7,12.52,1.5,9.8,1.15,1,0.97,6481,2.78533050974465,1991,10
14,101096,90.56,76.31,75.29,68.6,82.32,,50.72749,5.27314,128,18.8,9.7,14.3,12.44,0.8,0,1.1,0.9,1.02,8003,4.80790930883113,1991,10
15,101096,90.17,89.36,73.57,70.67,85.07,,50.72749,5.27314,128,18.3,10.6,14.5,13.06,1.2,0,1.04,0.85,1.09,7640,4.48303674053638,1991,10
16,101096,90.77,91.65,73.71,78.84,80.74,,50.72749,5.27314,128,15.6,10.5,13.1,12.54,4.7,0,1.14,1,1.28,5910,2.40045699246132,1991,10
17,101096,84.2,85.29,74.79,89.97,91.68,,50.72749,5.27314,128,12.9,7.3,10.1,8.64,4.3,2.8,1.27,1.1,1.6,7405,4.44502817542766,1991,10
19,101096,92.15,92.43,85.54,90.87,90.78,,50.72749,5.27314,128,9.9,4,7,8.35,2.1,0,0.66,0.52,0.78,6611,3.66252306628365,1991,10
18,101096,91.29,91.99,92.18,91.49,92.62,,50.72749,5.27314,128,10.5,6,8.3,8.84,2.7,2.2,0.8,0.71,0.86,4316,0.539308897356346,1991,10
20,101096,92.06,92.47,88.02,89.97,91.29,,50.72749,5.27314,128,10.1,4.6,7.4,8.64,1.9,0.2,0.69,0.59,0.75,4376,0.802563641558584,1991,10
21,101096,92.06,84.05,65.49,55.42,77.87,,50.72749,5.27314,128,9.6,3.7,6.7,7.75,0.6,0,0.58,0.42,0.6,7422,5.0076933019979,1991,10
22,101096,90.7,92.43,76.9,71.42,83.03,,50.72749,5.27314,128,10.9,3.1,7,8.69,1.1,0,0.53,0.38,0.64,7104,4.71314136216366,1991,10
23,101096,92.6,92.18,92.77,92.61,92.61,,50.72749,5.27314,128,10.3,5.5,7.9,10.58,0.8,0,0.36,0.3,0.46,2601,0,1991,10
25,101096,91.88,92.34,87.15,82.13,77.76,,50.72749,5.27314,128,10.8,8.6,9.7,11.01,0.6,0,0.38,0.33,0.52,2364,0,1991,10
24,101096,92.77,80.25,84.57,88.22,89.66,,50.72749,5.27314,128,10.8,7.5,9.2,10.63,1,0.2,0.45,0.4,0.55,2605,0,1991,10
26,101096,88.99,76.44,65.45,63.74,74.13,,50.72749,5.27314,128,12,4.5,8.3,7.63,1.6,0,0.32,0.18,0.89,8942,7.886972278882,1991,10
27,101096,71.9,63.72,56.79,62.43,68.85,,50.72749,5.27314,128,12.6,1.6,7.1,7.26,1.6,0,0.14,0.04,0.79,8557,7.50333922830284,1991,10
28,101096,75.83,76.9,79.77,81.93,91.37,,50.72749,5.27314,128,12.1,4.6,8.4,9.37,1.2,0,0.53,0.46,0.6,3655,0.526423002546084,1991,10
29,101096,81.67,73.71,69.36,63.99,70.66,,50.72749,5.27314,128,13,4.9,9,8.51,1.8,0,0.41,0.25,0.81,7216,5.86263676234134,1991,10
30,101096,79.37,80.9,86.49,91.36,92.41,,50.72749,5.27314,128,10.7,5.1,7.9,8.57,2.1,0,0.65,0.56,0.71,4029,1.2616732791128,1991,10
31,101096,92.38,92.47,92.66,90.89,92.47,,50.72749,5.27314,128,11.2,5.7,8.5,9.02,2.4,0,0.61,0.48,0.67,5692,3.8635272305802,1991,10
01,101096,91.49,91.21,84.5,85.23,85.27,,50.72749,5.27314,128,15,7.2,11.1,10.21,4,0,0.87,0.75,1.21,5420,3.57376642537409,1991,11
02,101096,89.67,89.45,73.02,74.92,80.59,,50.72749,5.27314,128,14.3,9.8,12.1,11.15,5.4,1.5,1,0.87,1.3,5330,3.55596551545862,1991,11
03,101096,79.77,83.85,90.33,87.8,90.81,,50.72749,5.27314,128,12.5,9.9,11.2,10.41,5.9,0.1,1.02,0.97,1.27,2084,0,1991,11
04,101096,87.7,87.64,85.63,91.73,90.78,,50.72749,5.27314,128,8.9,5.1,7,8.36,4.2,18.7,0.62,0.55,0.8,3080,0.251610401233658,1991,11
05,101096,91.99,91.49,89.23,87.73,89.88,,50.72749,5.27314,128,7.7,4.6,6.2,8.97,2.1,3.4,0.27,0.23,0.41,1977,0,1991,11
06,101096,92,88.35,74.24,75.73,83.97,,50.72749,5.27314,128,8,2.2,5.1,7.49,4,8.2,0.32,0.23,0.61,5162,3.76904949823194,1991,11
07,101096,92.31,92.76,92.88,92.96,93.01,,50.72749,5.27314,128,11.1,3.5,7.3,11.7,5.1,6.6,0.15,0.13,0,1394,0,1991,11
08,101096,92.71,91.44,92.93,92.39,93.01,,50.72749,5.27314,128,11,8.1,9.6,11.37,4,13.6,0.26,0.23,0.46,1524,0,1991,11
09,101096,90.73,90.88,86.55,88.99,90.14,,50.72749,5.27314,128,8,3.5,5.8,8.01,2.4,13.8,0.2,0.16,0.45,4415,2.88355684486097,1991,11
10,101096,91.84,91.84,84.47,92.18,92,,50.72749,5.27314,128,7.1,1.7,4.4,7.21,4,1.8,0.26,0.16,0.51,5343,4.55194781466484,1991,11
11,101096,87.7,91.99,88.98,91.92,92.53,,50.72749,5.27314,128,7.5,2.7,5.1,8.67,3.5,0,0.31,0.28,0.43,1399,0,1991,11
12,101096,89.89,90.87,92.38,92.34,91.45,,50.72749,5.27314,128,11.1,2.3,6.7,8.72,5.3,13.2,0.17,0.07,0.63,5557,5.16639789509482,1991,11
13,101096,88.52,87.58,80.77,86.44,86.31,,50.72749,5.27314,128,10.3,4.5,7.4,7.96,4.9,11.4,0.92,0.84,1.08,3382,1.51194411366357,1991,11
14,101096,86.97,89.6,89,87.77,90.86,,50.72749,5.27314,128,7.2,4.5,5.9,7.59,3.9,0,0.6,0.56,0.75,2245,0,1991,11
15,101096,92.47,90.66,79.61,74.73,83.17,,50.72749,5.27314,128,8.5,4.2,6.4,7.9,1.9,1.4,0.29,0.21,0.5,3679,2.21178642963968,1991,11
16,101096,91.19,91.92,88.88,87.7,85.72,,50.72749,5.27314,128,7.7,1.3,4.5,7.14,0.5,0,0,0,0.15,4421,3.63390362158731,1991,11
01,101096,,,,,,,50.72749,5.27314,128,4.4,1.4,2.9,6.85,7.1,0.3,0.46,0.43,0.43,1558,0,1992,01
02,101096,,,,,,,50.72749,5.27314,128,4.4,2.4,3.4,6.8,7.6,0,0.55,0.52,0.56,1975,0.284175869811779,1992,01
04,101096,,,,,,,50.72749,5.27314,128,7.2,3.7,5.5,8.39,6.6,15,0.39,0.36,0.39,1698,0,1992,01
03,101096,,,,,,,50.72749,5.27314,128,4.3,-1,1.7,6.02,8,0,0.45,0.41,0.54,2310,0.963024701879614,1992,01
05,101096,,,,,,,50.72749,5.27314,128,10.1,4.7,7.4,10.22,6.4,2.1,0.25,0.23,0.23,1501,0,1992,01
06,101096,,,,,,,50.72749,5.27314,128,8.6,8.6,8.6,9.02,6,0,0.92,0.89,0.97,1665,0,1992,01
07,101096,,,,,,,50.72749,5.27314,128,4.2,0.6,2.4,6.4,5.8,0,0.19,0.15,0.38,3372,2.99810206062298,1992,01
08,101096,,,,,,,50.72749,5.27314,128,9.7,1.9,5.8,7.57,7.4,1,0.65,0.6,0.93,2828,1.81817784582087,1992,01
09,101096,,,,,,,50.72749,5.27314,128,11.4,8.5,10,9.29,5.4,0.6,1,0.95,1.18,2102,0.280093068044248,1992,01
10,101096,,,,,,,50.72749,5.27314,128,4.8,4.1,4.5,7.34,4.1,0,0.52,0.49,0.51,1501,0,1992,01
11,101096,,,,,,,50.72749,5.27314,128,-1,-2.2,-1.6,5.52,1.7,0,0.18,0.15,0.13,1517,0,1992,01
12,101096,,,,,,,50.72749,5.27314,128,2.9,-1,1,6.7,1.5,0,0.21,0.19,0.17,1484,0,1992,01
13,101096,,,,,,,50.72749,5.27314,128,3.3,1,2.2,6.22,1.6,0.1,0.32,0.29,0.33,1733,0,1992,01
14,101096,,,,,,,50.72749,5.27314,128,3.7,0.8,2.3,6.77,2.4,0,0.32,0.3,0.29,1410,0,1992,01
