DAY,GRID_NO,HUMIDITY_06H,HUMIDITY_09H,HUMIDITY_12H,HUMIDITY_15H,HUMIDITY_18H,SNOWDEPTH,LATITUDE,LONGITUDE,ALTITUDE,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,VAPOURPRESSURE,WINDSPEED,PRECIPITATION,E0,ES0,ET0,RADIATION,SUNSHINE_CALC,YEAR,MONTH
18,101096,,,,,,,50.72749,5.27314,128,21.3,10.3,15.8,13.57,2.5,0.3,4.34,3.8,3.46,20935,8.89081500699182,1975,05
19,101096,,,,,,,50.72749,5.27314,128,14.9,8.5,11.7,11.26,1.7,0,1.71,1.51,1.64,8572,0,1975,05
20,101096,,,,,,,50.72749,5.27314,128,18.6,5.7,12.2,10.19,2.7,0,4.52,3.89,3.79,26587,13.2748696658922,1975,05
21,101096,,,,,,,50.72749,5.27314,128,18.2,6.7,12.5,9.93,3.1,0,3.97,3.48,3.34,20467,8.3922689963613,1975,05
22,101096,,,,,,,50.72749,5.27314,128,14.8,4.3,9.6,7.42,3.4,0,4.16,3.65,3.4,22949,10.3118576692593,1975,05
23,101096,,,,,,,50.72749,5.27314,128,12.4,2.2,7.3,7.29,2.7,0,2.8,2.48,2.27,15054,4.04720988297196,1975,05
24,101096,,,,,,,50.72749,5.27314,128,12.6,4.7,8.7,7.75,2,0,2.64,2.36,2.13,12826,2.26032186781383,1975,05
25,101096,,,,,,,50.72749,5.27314,128,17.4,3.8,10.6,8.72,3.2,0,3.11,2.79,2.74,13835,3.02511662204739,1975,05
26,101096,,,,,,,50.72749,5.27314,128,18.6,7.7,13.2,9.89,4.4,0,4.34,3.89,3.55,18537,6.69282390733976,1975,05
27,101096,,,,,,,50.72749,5.27314,128,19,9.3,14.2,11.5,3.6,0,3.17,2.89,2.64,11375,1.03650786076689,1975,05
28,101096,,,,,,,50.72749,5.27314,128,22.1,10.8,16.5,11.93,2.9,0,4.75,4.15,4.21,22671,9.87717344034549,1975,05
29,101096,,,,,,,50.72749,5.27314,128,21,7.5,14.3,11.36,3.5,0,4.7,4.16,3.78,21746,9.12121588394944,1975,05
30,101096,,,,,,,50.72749,5.27314,128,14.7,6.7,10.7,8.52,2.8,0,2.72,2.48,2.32,10694,0.431323872900034,1975,05
31,101096,,,,,,,50.72749,5.27314,128,13.4,4,8.7,7.32,3,0,3.67,3.22,3,20701,8.24717828748084,1975,05
01,101096,,,,,,,50.72749,5.27314,128,13.5,1.8,7.7,7.82,1.9,0,2.86,2.5,2.38,17504,5.71974576643183,1975,06
02,101096,,,,,,,50.72749,5.27314,128,13.6,3.8,8.7,8.46,6.1,0.4,3.5,3.14,2.63,16671,5.04577638444727,1975,06
03,101096,,,,,,,50.72749,5.27314,128,12.1,4.7,8.4,8.82,5.2,6,2.11,1.92,1.73,9005,0,1975,06
04,101096,,,,,,,50.72749,5.27314,128,12.8,5.3,9.1,9.02,2.4,3.4,2.69,2.35,2.22,15327,3.95521615062983,1975,06
05,101096,,,,,,,50.72749,5.27314,128,18,4.5,11.3,8.19,2,5.1,4.28,3.75,3.52,22961,9.90036003053864,1975,06
06,101096,,,,,,,50.72749,5.27314,128,21.7,10.8,16.3,10.16,2.4,0,5.04,4.4,4.44,24846,11.3530734880121,1975,06
07,101096,,,,,,,50.72749,5.27314,128,23.5,10.2,16.9,9.99,2.5,0,5.59,4.86,4.99,27645,13.519492509982,1975,06
08,101096,,,,,,,50.72749,5.27314,128,23.6,9.3,16.5,9.36,3,0,5.58,4.88,5.06,26674,12.7443793409218,1975,06
09,101096,,,,,,,50.72749,5.27314,128,23.7,9.8,16.8,11.56,3.4,0,5.62,4.91,4.92,26695,12.7450071947349,1975,06
10,101096,,,,,,,50.72749,5.27314,128,24.4,12.3,18.4,15.51,3.5,0,4.66,4.13,3.91,19920,7.44744325317798,1975,06
11,101096,,,,,,,50.72749,5.27314,128,25,14.8,19.9,16.38,3.9,0.1,5.22,4.63,4.35,21028,8.29965774808437,1975,06
12,101096,,,,,,,50.72749,5.27314,128,26.6,13.2,19.9,15.11,2.6,0,5.67,4.95,5.02,25749,11.9691586403137,1975,06
13,101096,,,,,,,50.72749,5.27314,128,27.1,14,20.6,13.87,2.4,0,5.73,5.02,5.14,25115,11.4652461178753,1975,06
14,101096,,,,,,,50.72749,5.27314,128,25.7,12.9,19.3,16.24,2.5,0,4.78,4.26,3.92,19069,6.74539970840229,1975,06
15,101096,,,,,,,50.72749,5.27314,128,22.3,13.2,17.8,17.48,2.8,0.2,2.62,2.36,2.17,9558,0,1975,06
16,101096,,,,,,,50.72749,5.27314,128,18.4,8.6,13.5,11.1,2.9,3.8,4.02,3.56,3.3,18837,6.5529203643884,1975,06
17,101096,,,,,,,50.72749,5.27314,128,18.7,10.4,14.6,14.17,2.5,0.1,2.53,2.24,2.13,11258,0.643825366440121,1975,06
18,101096,,,,,,,50.72749,5.27314,128,15.7,10.3,13,13.67,2,4.4,1.75,1.56,1.47,7885,0,1975,06
19,101096,,,,,,,50.72749,5.27314,128,21,9.5,15.3,12.47,1.6,1.9,4.76,4.12,4.03,25265,11.5531320601415,1975,06
20,101096,,,,,,,50.72749,5.27314,128,23.3,11.1,17.2,13.97,2.6,0,4.79,4.21,3.97,21832,8.87810752048699,1975,06
21,101096,,,,,,,50.72749,5.27314,128,21.6,14,17.8,18.11,2.8,0,2.46,2.2,2.09,9840,0,1975,06
22,101096,,,,,,,50.72749,5.27314,128,22.5,15.5,19,20.99,2.6,9.7,1.67,1.49,1.47,6754,0,1975,06
23,101096,,,,,,,50.72749,5.27314,128,20.6,15.8,18.2,19.92,1.5,11.8,2.06,1.83,1.68,8421,0,1975,06
24,101096,,,,,,,50.72749,5.27314,128,20.4,14.9,17.7,19.38,3,0.3,1.37,1.22,1.25,5734,0,1975,06
25,101096,,,,,,,50.72749,5.27314,128,18.9,10.8,14.9,13.07,2.4,9.5,4.68,4.08,3.64,23658,10.3207599450733,1975,06
26,101096,,,,,,,50.72749,5.27314,128,21.9,8.9,15.4,13.34,2.7,0,5.24,4.53,4.33,27763,13.5305930387105,1975,06
27,101096,,,,,,,50.72749,5.27314,128,18.5,12.3,15.4,14,4,0,3.27,2.96,2.53,11725,1.0279921018172,1975,06
28,101096,,,,,,,50.72749,5.27314,128,15.6,9.9,12.8,10.66,2.5,0,2.31,2.11,2.03,8342,0,1975,06
29,101096,,,,,,,50.72749,5.27314,128,16.5,6.8,11.7,11.13,3,0,3.19,2.83,2.45,15316,3.8482791781779,1975,06
30,101096,,,,,,,50.72749,5.27314,128,18.9,9.3,14.1,12.3,3.3,0.6,3.51,3.1,2.98,16551,4.82381044375309,1975,06
01,101096,,,,,,,50.72749,5.27314,128,20.5,6.6,13.6,10.9,2.7,5.5,4.97,4.32,4.12,26334,12.4797035555887,1975,07
02,101096,,,,,,,50.72749,5.27314,128,20.6,9.9,15.3,13.87,2.2,0,3.76,3.33,2.95,16704,4.96970231449483,1975,07
03,101096,,,,,,,50.72749,5.27314,128,24.7,15.1,19.9,17.38,4.1,0,5.26,4.68,4.18,21033,8.36990831223168,1975,07
04,101096,,,,,,,50.72749,5.27314,128,23.3,14.7,19,17.48,4.5,0,4.46,3.98,3.44,17307,5.47264335202205,1975,07
05,101096,,,,,,,50.72749,5.27314,128,22,11.1,16.6,16.04,2.1,22.4,2.83,2.51,2.37,12248,1.53011575290868,1975,07
06,101096,,,,,,,50.72749,5.27314,128,22.5,11.7,17.1,15.54,2.2,3.4,4.56,3.98,3.71,22106,9.26789628667905,1975,07
07,101096,,,,,,,50.72749,5.27314,128,27.3,13.3,20.3,16.84,2.7,0,5.7,4.97,4.95,25836,12.2135189418152,1975,07
08,101096,,,,,,,50.72749,5.27314,128,29.3,16.4,22.9,19.22,2.6,0,5.52,4.88,4.83,22276,9.44729703759091,1975,07
09,101096,,,,,,,50.72749,5.27314,128,26.1,14.8,20.5,18.25,2.6,20,5.18,4.55,4.29,22286,9.48034452740541,1975,07
10,101096,,,,,,,50.72749,5.27314,128,24.4,14.7,19.6,16.48,2.4,0,4.64,4.05,4.04,21062,8.54569845106074,1975,07
11,101096,,,,,,,50.72749,5.27314,128,25.3,15.3,20.3,18.38,2.3,26.8,4.12,3.65,3.39,16762,5.1934388689629,1975,07
12,101096,,,,,,,50.72749,5.27314,128,23,12.9,18,16.24,3,1.3,3.76,3.36,3.07,14864,3.72642110371857,1975,07
13,101096,,,,,,,50.72749,5.27314,128,24.4,16.4,20.4,17.41,2.8,0,4.56,4.06,3.74,17863,6.11323824013755,1975,07
14,101096,,,,,,,50.72749,5.27314,128,29.9,15.9,22.9,19.35,3.3,0,6.09,5.37,5.4,24532,11.3972956754892,1975,07
15,101096,,,,,,,50.72749,5.27314,128,25.6,15.6,20.6,16.71,4.7,0,4.97,4.45,4.45,18705,6.83693466678925,1975,07
16,101096,,,,,,,50.72749,5.27314,128,21.3,13.9,17.6,15.21,3.8,0,3.83,3.44,3.16,14774,3.76583997151073,1975,07
17,101096,,,,,,,50.72749,5.27314,128,22.6,13.9,18.3,16.88,1.9,0,3.48,3.11,2.73,13832,3.05185116919895,1975,07
18,101096,,,,,,,50.72749,5.27314,128,23.3,14.7,19,17.95,2.1,0.3,3.67,3.24,3,15727,4.58201695684958,1975,07
19,101096,,,,,,,50.72749,5.27314,128,22.2,12.2,17.2,16.44,2.5,10.6,3,2.66,2.52,12614,2.14994703067374,1975,07
20,101096,,,,,,,50.72749,5.27314,128,21.2,14.2,17.7,18.78,2.5,7.9,1.91,1.71,1.61,7607,0,1975,07
21,101096,,,,,,,50.72749,5.27314,128,22.1,14.7,18.4,16.24,2.6,1.9,3.52,3.14,2.95,14128,3.41726694136736,1975,07
22,101096,,,,,,,50.72749,5.27314,128,21.7,11,16.4,13.47,3.8,0,4.45,3.94,3.68,19538,7.7545941603064,1975,07
23,101096,,,,,,,50.72749,5.27314,128,24,14.7,19.4,15.47,4,0,4.94,4.42,4.19,19020,7.38508721161594,1975,07
24,101096,,,,,,,50.72749,5.27314,128,21.3,12.3,16.8,13.37,4.3,1.4,4.73,4.18,3.97,20712,8.77799443920361,1975,07
25,101096,,,,,,,50.72749,5.27314,128,19.2,10.6,14.9,13.07,3,1.8,3.59,3.16,2.95,17139,5.9720659911487,1975,07
26,101096,,,,,,,50.72749,5.27314,128,19.8,8.1,14,11.9,1.7,5,3.32,2.92,2.76,15837,4.97509480014896,1975,07
27,101096,,,,,,,50.72749,5.27314,128,20.8,13.8,17.3,15.84,1.3,0,2.46,2.21,2,9170,0,1975,07
28,101096,,,,,,,50.72749,5.27314,128,22.9,12.7,17.8,16.48,1.3,0,3.63,3.15,3.08,17796,6.63652370470888,1975,07
29,101096,,,,,,,50.72749,5.27314,128,25.8,12.6,19.2,15.94,1.3,0,4.83,4.16,4.22,24497,12.0727899285159,1975,07
30,101096,,,,,,,50.72749,5.27314,128,28.4,14.5,21.5,17.05,1.4,0,5.03,4.35,4.5,23985,11.7212836962459,1975,07
31,101096,,,,,,,50.72749,5.27314,128,30.3,16,23.2,18.82,2.2,0,5,4.38,4.55,21227,9.55780288556318,1975,07
01,101096,,,,,,,50.72749,5.27314,128,28.2,15.7,22,19.32,2.3,6.2,4.84,4.25,4.12,20652,9.15231750666659,1975,08
02,101096,,,,,,,50.72749,5.27314,128,27.5,14.3,20.9,16.78,2.2,0,5.09,4.43,4.49,23572,11.5781569035799,1975,08
03,101096,,,,,,,50.72749,5.27314,128,29.7,14.9,22.3,16.24,2.1,0,5.24,4.55,4.86,23705,11.7530829140682,1975,08
04,101096,,,,,,,50.72749,5.27314,128,32.2,17,24.6,18.92,3,0,5.98,5.26,5.62,24327,12.3283198604606,1975,08
05,101096,,,,,,,50.72749,5.27314,128,32.7,18.3,25.5,16.51,2.8,0,6.02,5.3,5.75,23844,12.0066675902907,1975,08
06,101096,,,,,,,50.72749,5.27314,128,32.9,16.9,24.9,17.21,1.9,0,5.5,4.79,5.17,23621,11.8977433296112,1975,08
07,101096,,,,,,,50.72749,5.27314,128,32.6,18.4,25.5,17.48,2.5,0,5.69,4.99,5.36,23097,11.5432991201023,1975,08
08,101096,,,,,,,50.72749,5.27314,128,32.9,18.7,25.8,17.78,2.9,0,5.73,5.04,5.45,22524,11.1484746520833,1975,08
09,101096,,,,,,,50.72749,5.27314,128,33.1,18.9,26,20.65,3.3,0,5.28,4.73,5.04,18308,7.75227302945724,1975,08
10,101096,,,,,,,50.72749,5.27314,128,27.8,15.9,21.9,20.65,2.7,0,3.54,3.12,3.16,14349,4.55148995539429,1975,08
11,101096,,,,,,,50.72749,5.27314,128,19.9,15,17.5,17.98,1.7,13.1,1.85,1.64,1.51,7546,0,1975,08
12,101096,,,,,,,50.72749,5.27314,128,24.7,15.4,20.1,18.42,2.8,3.3,4.26,3.71,3.65,19704,9.12528819576063,1975,08
13,101096,,,,,,,50.72749,5.27314,128,25.6,14.9,20.3,20.02,2.1,0,3.82,3.35,3.1,16954,6.91205592761862,1975,08
14,101096,,,,,,,50.72749,5.27314,128,28.5,16,22.3,19.42,1.9,0,3.94,3.47,3.52,16530,6.63065360649339,1975,08
15,101096,,,,,,,50.72749,5.27314,128,25.3,17.1,21.2,18.95,5.1,1.1,3.11,2.86,2.93,8888,0.296689401693118,1975,08
16,101096,,,,,,,50.72749,5.27314,128,22.7,14.4,18.6,17.08,5.6,0.1,3.13,2.85,2.61,10384,1.60937180451234,1975,08
17,101096,,,,,,,50.72749,5.27314,128,21.1,13.2,17.2,17.25,2.4,10.5,2.35,2.07,2,10646,1.8900250791502,1975,08
18,101096,,,,,,,50.72749,5.27314,128,21.9,12.7,17.3,15.41,2.4,11.1,3.47,3.03,2.92,16657,7.04286088440024,1975,08
19,101096,,,,,,,50.72749,5.27314,128,23.4,12.4,17.9,17.05,3.7,0,3.12,2.77,2.65,13136,4.13078258663213,1975,08
20,101096,,,,,,,50.72749,5.27314,128,24.9,17.5,21.2,19.62,2.9,1.9,3.68,3.24,3.21,15289,6.03942248526503,1975,08
21,101096,,,,,,,50.72749,5.27314,128,27.9,16.3,22.1,21.22,2.6,0,3.2,2.81,2.99,13525,4.60887951198718,1975,08
22,101096,,,,,,,50.72749,5.27314,128,20.8,13.4,17.1,15.57,2.6,12.1,2.54,2.27,2.17,10159,1.79092593781311,1975,08
23,101096,,,,,,,50.72749,5.27314,128,19.5,10.5,15,13.3,2.4,0,2.79,2.42,2.5,14642,5.72677018177369,1975,08
24,101096,,,,,,,50.72749,5.27314,128,19.9,8.9,14.4,12.63,2.4,0,2.85,2.5,2.45,13680,4.97613502317244,1975,08
25,101096,,,,,,,50.72749,5.27314,128,19.6,11.8,15.7,14.37,2.7,0.1,2.73,2.36,2.4,14292,5.59028232781751,1975,08
26,101096,,,,,,,50.72749,5.27314,128,21.2,11.6,16.4,14.51,2.7,0,3.2,2.77,2.78,16525,7.62785401174705,1975,08
27,101096,,,,,,,50.72749,5.27314,128,22.8,10.5,16.7,13.94,2.7,0,3.59,3.05,3.32,20399,11.1255927570159,1975,08
28,101096,,,,,,,50.72749,5.27314,128,25,11.4,18.2,13.77,2.6,0,3.83,3.28,3.73,20580,11.3987511611299,1975,08
29,101096,,,,,,,50.72749,5.27314,128,26.1,12.8,19.5,14.97,1.8,0,3.69,3.14,3.54,19943,10.9509945189591,1975,08
30,101096,,,,,,,50.72749,5.27314,128,26.6,14.3,20.5,16.11,1.9,0,3.25,2.82,3.13,15306,6.93834288495607,1975,08
31,101096,,,,,,,50.72749,5.27314,128,23.9,14.2,19.1,18.62,2.3,1.5,2.36,2.1,2.05,9742,2.05808540034125,1975,08
01,101096,,,,,,,50.72749,5.27314,128,20.9,15.3,18.1,18.52,1.5,0,1.33,1.19,1.26,5213,0,1975,09
02,101096,,,,,,,50.72749,5.27314,128,22.5,16.4,19.5,20.69,1.8,0,1.62,1.43,1.42,6768,0,1975,09
03,101096,,,,,,,50.72749,5.27314,128,19.2,16,17.6,18.78,1.7,0,0.97,0.87,1.01,4095,0,1975,09
04,101096,,,,,,,50.72749,5.27314,128,20.7,11,15.9,14.2,1.3,0.6,2.45,2.11,2.12,13022,5.36712717142211,1975,09
05,101096,,,,,,,50.72749,5.27314,128,21,11.3,16.2,13.9,2.1,0,2.82,2.44,2.5,14634,6.94621422857276,1975,09
06,101096,,,,,,,50.72749,5.27314,128,20.7,9.8,15.3,12.9,1.6,0,2.47,2.13,2.25,13408,5.92173976771205,1975,09
07,101096,,,,,,,50.72749,5.27314,128,20.5,9.5,15,13.7,1.2,0,2.08,1.8,1.83,10949,3.74056429149749,1975,09
08,101096,,,,,,,50.72749,5.27314,128,21.9,11,16.5,14.4,1.6,1.8,2.68,2.28,2.4,15252,7.85527156064381,1975,09
09,101096,,,,,,,50.72749,5.27314,128,23.4,12.3,17.9,13.44,4.7,0,3.54,3.18,3.41,13607,6.42670914815917,1975,09
10,101096,,,,,,,50.72749,5.27314,128,21.6,15.1,18.4,14.91,4.1,0.1,3.08,2.78,2.77,11129,4.19337347857141,1975,09
11,101096,,,,,,,50.72749,5.27314,128,20.4,12.3,16.4,14.51,4.2,0.1,2.42,2.17,2.16,9378,2.62496212292129,1975,09
12,101096,,,,,,,50.72749,5.27314,128,17.1,9.8,13.5,12.5,6.7,2.5,2.42,2.17,2.1,10740,4.01978468325147,1975,09
13,101096,,,,,,,50.72749,5.27314,128,16.2,8.6,12.4,11.5,6.3,5.3,2.48,2.17,2.2,12775,6.08220851343193,1975,09
14,101096,,,,,,,50.72749,5.27314,128,17.4,11.1,14.3,12.47,6.5,6.6,2.56,2.37,2.19,7829,1.39522881532904,1975,09
15,101096,,,,,,,50.72749,5.27314,128,16.5,10.2,13.4,12.5,2,0,1.82,1.6,1.52,9239,2.85766332414336,1975,09
16,101096,,,,,,,50.72749,5.27314,128,21.9,9.8,15.9,14.24,2.4,0,2.17,1.82,2.27,13520,7.16593516330647,1975,09
17,101096,,,,,,,50.72749,5.27314,128,23.3,11.9,17.6,16.41,2.8,0,1.68,1.51,1.8,6119,0,1975,09
18,101096,,,,,,,50.72749,5.27314,128,21,14,17.5,14.94,2.6,0,2.32,2.09,2.05,8643,2.55312698576062,1975,09
19,101096,,,,,,,50.72749,5.27314,128,21.3,11.5,16.4,14.27,1.8,0,2.14,1.8,2.11,13237,7.26778730504892,1975,09
20,101096,,,,,,,50.72749,5.27314,128,22,10.9,16.5,14.34,2.8,0,2.28,1.96,2.25,12522,6.67513761248304,1975,09
21,101096,,,,,,,50.72749,5.27314,128,19.9,11.5,15.7,14.3,2,0.5,1.9,1.65,1.73,9321,3.53700359962236,1975,09
22,101096,,,,,,,50.72749,5.27314,128,20.4,7.2,13.8,12.5,1.3,0.8,1.84,1.49,1.9,14449,8.91619439981404,1975,09
23,101096,,,,,,,50.72749,5.27314,128,21.7,10.6,16.2,14.14,4.1,0,2.48,2.14,2.47,13342,7.91766865420999,1975,09
24,101096,,,,,,,50.72749,5.27314,128,19.9,13.1,16.5,16.31,4.2,1.9,1.44,1.3,1.43,5321,0,1975,09
25,101096,,,,,,,50.72749,5.27314,128,19.8,14.4,17.1,15.07,8.8,0,2.59,2.47,2.37,4486,0,1975,09
26,101096,,,,,,,50.72749,5.27314,128,17.2,9.9,13.6,12.77,5.6,17,1.93,1.71,1.81,8880,3.61601560772288,1975,09
27,101096,,,,,,,50.72749,5.27314,128,20.3,9.6,15,14.2,9.3,4.4,2.34,2.14,2.24,8128,2.92213605101893,1975,09
28,101096,,,,,,,50.72749,5.27314,128,20.5,12.8,16.7,13.87,2.8,0.1,2.09,1.87,1.92,8242,3.15127801890011,1975,09
29,101096,,,,,,,50.72749,5.27314,128,22.7,13.4,18.1,16.64,4.2,3.6,2.03,1.79,2.16,8807,3.87517615208404,1975,09
30,101096,,,,,,,50.72749,5.27314,128,25.5,13.7,19.6,17.25,5.7,0.2,2.63,2.4,2.87,8392,3.53532503218472,1975,09
01,101096,,,,,,,50.72749,5.27314,128,18.5,9.4,14,12.43,3.3,2.1,1.82,1.56,1.8,10532,6.01961388545533,1975,10
02,101096,,,,,,,50.72749,5.27314,128,17.7,8.1,12.9,12.33,5.7,0,1.77,1.53,1.72,9847,5.39066421373776,1975,10
03,101096,,,,,,,50.72749,5.27314,128,17.5,10.2,13.9,13.24,4.8,0.1,1.01,0.95,1.33,2722,0,1975,10
04,101096,,,,,,,50.72749,5.27314,128,14,7.7,10.9,10.23,4.1,1.2,1.54,1.3,1.57,10476,6.37260866438268,1975,10
05,101096,,,,,,,50.72749,5.27314,128,15.3,10.4,12.9,12.47,4.2,0.1,1.38,1.27,1.24,4802,0,1975,10
06,101096,,,,,,,50.72749,5.27314,128,16,11.1,13.6,12.63,2.8,0,1.45,1.32,1.27,5485,0.874464494549077,1975,10
07,101096,,,,,,,50.72749,5.27314,128,15.4,8.7,12.1,11.46,2.8,0,1.19,1.04,1.23,6353,1.98303701697626,1975,10
08,101096,,,,,,,50.72749,5.27314,128,14.3,6.3,10.3,10.23,1.8,0,1.2,1.07,1.02,5767,1.39427862974422,1975,10
09,101096,,,,,,,50.72749,5.27314,128,12.7,5.9,9.3,10.26,1.9,0,0.86,0.74,0.85,5332,0.973645226215523,1975,10
10,101096,,,,,,,50.72749,5.27314,128,11.6,3.1,7.4,8.59,2.5,0.5,0.89,0.73,0.96,7742,3.97174474797934,1975,10
11,101096,,,,,,,50.72749,5.27314,128,9.6,0.1,4.9,7.22,4.7,0,0.9,0.72,1.08,9325,6.02240129676583,1975,10
12,101096,,,,,,,50.72749,5.27314,128,9.5,-0.4,4.6,6.75,4.6,0,0.96,0.75,1.17,10911,8.1171308940952,1975,10
13,101096,,,,,,,50.72749,5.27314,128,8,1.7,4.9,7.95,2.3,3,0.45,0.4,0.58,2700,0,1975,10
14,101096,,,,,,,50.72749,5.27314,128,8.1,2.8,5.5,7.69,3.9,0.1,0.81,0.72,0.86,4721,0.69206764819608,1975,10
15,101096,,,,,,,50.72749,5.27314,128,13.1,6.2,9.7,9.93,4.1,0,1.01,0.87,1.13,6483,3.01712446013417,1975,10
16,101096,,,,,,,50.72749,5.27314,128,15.4,7.4,11.4,11.7,1.7,0.7,0.89,0.75,0.85,6116,2.66417194885408,1975,10
17,101096,,,,,,,50.72749,5.27314,128,12.8,5.7,9.3,11,3.8,2.2,0.82,0.71,0.73,4536,0.733712405425553,1975,10
18,101096,,,,,,,50.72749,5.27314,128,11.4,7.5,9.5,10.53,4.9,0.2,0.69,0.63,0.81,2404,0,1975,10
19,101096,,,,,,,50.72749,5.27314,128,10,6.1,8.1,9.99,3.1,0,0.51,0.45,0.6,2819,0,1975,10
20,101096,,,,,,,50.72749,5.27314,128,10.3,7.1,8.7,10.16,2.7,0,0.52,0.46,0.64,2481,0,1975,10
21,101096,,,,,,,50.72749,5.27314,128,10,5.7,7.9,9.76,1.6,0,0.59,0.52,0.54,3426,0,1975,10
22,101096,,,,,,,50.72749,5.27314,128,12.2,4.5,8.4,8.89,1.9,0,0.53,0.39,0.8,7307,4.9901151842478,1975,10
23,101096,,,,,,,50.72749,5.27314,128,14.4,3.7,9.1,8.99,3.1,0,0.54,0.34,1.06,8816,7.21071941117356,1975,10
24,101096,,,,,,,50.72749,5.27314,128,16.5,3.1,9.8,9.83,1.9,0,0.25,0.12,0.96,8819,7.3785603018237,1975,10
25,101096,,,,,,,50.72749,5.27314,128,10.8,3.4,7.1,9.73,1.1,0.1,0.35,0.29,0.46,2949,0,1975,10
26,101096,,,,,,,50.72749,5.27314,128,8.8,2,5.4,8.66,1.2,0.4,0.27,0.17,0.41,5219,2.58014516743237,1975,10
27,101096,,,,,,,50.72749,5.27314,128,7.4,2.5,5,8.56,1.3,0.3,0.3,0.25,0.4,2378,0,1975,10
28,101096,,,,,,,50.72749,5.27314,128,5.6,1.7,3.7,7.52,1.1,0,0.29,0.25,0.4,2338,0,1975,10
29,101096,,,,,,,50.72749,5.27314,128,12.7,-0.7,6,7.02,1.9,0,0.2,0.09,0.85,8130,7.20951334785694,1975,10
30,101096,,,,,,,50.72749,5.27314,128,18.3,5.9,12.1,9.53,3.1,0,0.73,0.55,1.5,7289,6.11942568285606,1975,10
31,101096,,,,,,,50.72749,5.27314,128,19.2,7.4,13.3,10.33,4,0,0.86,0.68,1.85,7347,6.35731138581807,1975,10
01,101096,,,,,,,50.72749,5.27314,128,17.1,10.2,13.7,13.1,2.9,1.4,0.68,0.55,0.92,5203,3.24311704129534,1975,11
02,101096,,,,,,,50.72749,5.27314,128,14.3,6.7,10.5,11.13,3.1,1.8,0.48,0.4,0.74,3757,1.13223200616625,1975,11
03,101096,,,,,,,50.72749,5.27314,128,11.7,3.2,7.5,8.82,3.6,0,0.51,0.4,0.77,5113,3.33789210252798,1975,11
04,101096,,,,,,,50.72749,5.27314,128,10,6.2,8.1,10.23,0.9,1.2,0.44,0.35,0.37,3972,1.65703620032955,1975,11
05,101096,,,,,,,50.72749,5.27314,128,11.1,5.9,8.5,10.33,1.3,0,0.49,0.42,0.43,3131,0.414454753125116,1975,11
06,101096,,,,,,,50.72749,5.27314,128,10.3,6.4,8.4,9.79,3,0,0.59,0.53,0.6,2700,0,1975,11
07,101096,,,,,,,50.72749,5.27314,128,9.2,5.5,7.4,10.06,2.7,7.5,0.2,0.16,0.35,1919,0,1975,11
08,101096,,,,,,,50.72749,5.27314,128,9,4,6.5,8.59,4.9,2,0.38,0.3,0.61,4027,2.13838748605786,1975,11
09,101096,,,,,,,50.72749,5.27314,128,7.6,1.5,4.6,7.55,3.5,0,0.38,0.32,0.51,3147,0.772172039021879,1975,11
10,101096,,,,,,,50.72749,5.27314,128,6.3,0.9,3.6,7.35,0.9,0,0.31,0.26,0.31,2639,7.06465586514188e-05,1975,11
11,101096,,,,,,,50.72749,5.27314,128,7.2,-0.2,3.5,7.19,1.3,0,0,0,0.2,5514,4.96614330187784,1975,11
12,101096,,,,,,,50.72749,5.27314,128,5.3,-0.9,2.2,6.68,2.2,0.5,0.16,0.12,0.35,2338,0,1975,11
13,101096,,,,,,,50.72749,5.27314,128,2.2,-2.6,-0.2,5.72,1.8,0,0.15,0.13,0.28,1945,0,1975,11
14,101096,,,,,,,50.72749,5.27314,128,4.2,-4.1,0.1,5.51,1.8,0,0.15,0.11,0.26,4043,2.75980977250166,1975,11
15,101096,,,,,,,50.72749,5.27314,128,8.1,-1.6,3.3,7.35,4.6,0,0.26,0.24,0.52,1537,0,1975,11
16,101096,,,,,,,50.72749,5.27314,128,11.3,6.5,8.9,11.1,3,14.2,0.16,0.13,0.38,1428,0,1975,11
17,101096,,,,,,,50.72749,5.27314,128,10,6.7,8.4,10.39,2.6,7.1,0.18,0.15,0.38,1388,0,1975,11
18,101096,,,,,,,50.72749,5.27314,128,8.4,4.8,6.6,8.79,4.5,2.7,0.38,0.34,0.56,1647,0,1975,11
19,101096,,,,,,,50.72749,5.27314,128,8.8,2.4,5.6,8.69,6.1,0,0.24,0.22,0.45,1327,0,1975,11
20,101096,,,,,,,50.72749,5.27314,128,10.5,2.8,6.7,8.56,4.5,10.3,0.44,0.41,0.75,1463,0,1975,11
21,101096,,,,,,,50.72749,5.27314,128,7.6,0.8,4.2,7.29,3.9,0.6,0.35,0.3,0.49,2840,1.16497990031619,1975,11
22,101096,,,,,,,50.72749,5.27314,128,6.5,-0.1,3.2,6.85,2.3,5.2,0.09,0.05,0.35,3086,1.70381299712817,1975,11
23,101096,,,,,,,50.72749,5.27314,128,5.8,-1.7,2.1,5.01,3.3,0,0,0,0.59,5362,6.14852837190791,1975,11
24,101096,,,,,,,50.72749,5.27314,128,4,-4.1,-0.1,4.21,1.5,0,0,0,0.23,5124,5.79950105057877,1975,11
25,101096,,,,,,,50.72749,5.27314,128,5.2,-2.7,1.3,4.71,5.3,0,0.27,0.22,0.83,4280,4.25572985342682,1975,11
